x_mm,run_label,threshold_pe,nearest_id,bin_center_ps,counts,counts_norm,mean_ps,rms_ps,frac_excl,frac_overflow,n_in_range,n_overflow,n_below
0,Run 4,20,51,775.0,122,6.103052,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,785.0,94,4.702351,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,795.0,76,3.801901,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,805.0,87,4.352176,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,815.0,83,4.152076,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,825.0,54,2.701351,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,835.0,60,3.001501,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,845.0,60,3.001501,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,855.0,37,1.850925,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,865.0,78,3.901951,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,875.0,26,1.300650,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,885.0,20,1.000500,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,895.0,15,0.750375,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,905.0,15,0.750375,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,915.0,10,0.500250,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,925.0,11,0.550275,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,935.0,9,0.450225,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,945.0,4,0.200100,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,955.0,1,0.050025,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,965.0,9,0.450225,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,975.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,985.0,2,0.100050,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,995.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
