cell_id,material,opsc_code,x_mm,scope,coordinate_definition,local_half_width_mm,tau_config_ns,tau_rise_config_ns,cut_multiplier,cut_ns,tail_photons,contributing_events,tau_fit_ns,se_event_ns,se_iid_photon_ns,relative_difference,is_gate_cut,gate_tolerance_relative,minimum_contributing_events,cut_pass
EJ230_xp500,EJ-230,OPSC-106,500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,8.0,12.0,79318,9993,2.1537206219077136,0.008310898912199742,0.00821829476335341,0.43581374793847577,False,,,
EJ230_xp500,EJ-230,OPSC-106,500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,12.0,18.0,5096,3926,2.6405998819705423,0.041098945318797916,0.040521158113639356,0.7603999213136948,False,,,
EJ230_xp500,EJ-230,OPSC-106,500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,20.0,30.0,81,80,4.1615786207484655,0.4055276923621173,0.4103220982582921,1.7743857471656437,False,,,
EJ230_xp500,EJ-230,OPSC-106,500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,3.0,4.5,3240574,10000,1.5009646634941307,0.0008351760198113755,0.000833747288578652,0.000643108996087142,True,0.03,200,True
EJ230_xp500,EJ-230,OPSC-106,500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,4.0,6.0,1193124,10000,1.5006040052763123,0.0013797210055856298,0.001373965449773933,0.0004026701842082166,True,0.03,200,True
EJ230_xp500,EJ-230,OPSC-106,500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,5.0,7.5,438963,10000,1.5006073816666843,0.002262419545886438,0.002266682762347029,0.00040492111112285417,True,0.03,200,True
EJ230_xp500,EJ-230,OPSC-106,500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,8.0,12.0,21953,8855,1.4993824504778783,0.010110272956814678,0.010113647983195227,-0.0004116996814144495,False,,,
EJ230_xp500,EJ-230,OPSC-106,500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,12.0,18.0,411,404,1.4192195385383473,0.067773213263012,0.06813623802197363,-0.05385364097443516,False,,,
EJ230_xp500,EJ-230,OPSC-106,500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,20.0,30.0,0,0,,,,,False,,,
EJ230_xp650,EJ-230,OPSC-106,650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,3.0,4.5,4692404,10000,1.7435787881026081,0.0008766382356337678,0.0008527649841137587,0.16238585873507208,False,,,
EJ230_xp650,EJ-230,OPSC-106,650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,4.0,6.0,1930093,10000,1.8293688393183618,0.0014326062950651055,0.001397034374813931,0.2195792262122412,False,,,
EJ230_xp650,EJ-230,OPSC-106,650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,5.0,7.5,825107,10000,1.924453588419591,0.0022914159088961647,0.0022362773131352565,0.282969058946394,False,,,
EJ230_xp650,EJ-230,OPSC-106,650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,8.0,12.0,81640,9993,2.134504226915827,0.008092858548915513,0.00802660357919993,0.4230028179438848,False,,,
EJ230_xp650,EJ-230,OPSC-106,650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,12.0,18.0,5091,3894,2.6158631195734223,0.042035862710915695,0.04136862374670315,0.7439087463822815,False,,,
EJ230_xp650,EJ-230,OPSC-106,650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,20.0,30.0,90,87,3.839816842518945,0.47761163138489127,0.4834253361630956,1.5598778950126302,False,,,
EJ230_xp650,EJ-230,OPSC-106,650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,3.0,4.5,3584597,10000,1.5000851453190525,0.0008024595845531924,0.0007919277348064579,5.676354603497321e-05,True,0.03,200,True
EJ230_xp650,EJ-230,OPSC-106,650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,4.0,6.0,1319159,10000,1.4990078138858465,0.0013308780100953427,0.0013052158318158091,-0.000661457409435684,True,0.03,200,True
EJ230_xp650,EJ-230,OPSC-106,650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,5.0,7.5,485338,10000,1.4978960487254156,0.002169078712271012,0.0021518042785010614,-0.001402634183056269,True,0.03,200,True
EJ230_xp650,EJ-230,OPSC-106,650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,8.0,12.0,24121,9049,1.4991646077914798,0.009758160822959782,0.00965170466384333,-0.000556928139013498,False,,,
EJ230_xp650,EJ-230,OPSC-106,650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,12.0,18.0,458,442,1.461687264296513,0.0690153608570974,0.06966957771071942,-0.025541823802324615,False,,,
EJ230_xp650,EJ-230,OPSC-106,650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,20.0,30.0,0,0,,,,,False,,,
