x_true_mm,threshold,n,mean,median,sigma_core,rms,rms68,mad_sigma,skewness,excess_kurtosis,tail2,tail3,valid_fraction
-443.0,4,3000,0.03476671898718962,0.44004845323067343,10.879833845820531,13.796900722639137,10.879833845820531,1.3765008599487112,-0.023037955959660513,1.8263014132752193,0.154,0.041666666666666664,1.0
-442.0,4,3000,-0.3259228646016587,-0.07634719058447104,11.217354774826997,14.202232341803795,11.217354774826997,1.2388179960827528,0.011228783778476189,1.6505064291379679,0.152,0.04066666666666666,1.0
-441.0,4,3000,-0.11128023594033754,-0.5605200122208203,11.111445078998234,14.529253403454321,11.111445078998234,1.2887386300975652,0.05480196103955343,1.642274205518289,0.159,0.050666666666666665,1.0
-440.0,4,3000,-0.21503086061544438,-1.0221197107533442,11.785659009173528,14.700246623689324,11.785659009173528,1.3544998444850553,0.09285663502648255,1.4521002546423327,0.145,0.04,1.0
-439.0,4,3000,-0.3250028695991397,-1.5152738118488855,11.030987778150378,14.388786101161806,11.030987778150378,1.345109241039879,0.13035625628070405,1.457713927930942,0.16066666666666668,0.053,1.0
-438.0,4,3000,-0.0038389029523498643,-1.9440470923136388,11.64813267671415,14.709926963207026,11.64813267671415,1.5283856012218464,0.2402948738480369,1.3232861301330372,0.15166666666666667,0.041,1.0
-437.0,4,3000,-0.17273323577612473,-2.4324190174334035,11.3751076956532,14.963500253162204,11.3751076956532,1.4755489797214865,0.18014350954632558,1.160114710954928,0.176,0.045,1.0
-436.0,4,3000,-0.048077093866705674,-2.95378980874861,11.15004587882045,15.284765442603941,11.15004587882045,1.5188268485918808,0.25810707437537,1.0089789058289904,0.18866666666666668,0.06166666666666667,1.0
-435.0,4,3000,0.4229360737965319,-3.3819851946114454,10.741704394382039,15.306320972076602,10.741704394382039,1.8900234089470582,0.23948149269944302,1.0817353982645788,0.19666666666666666,0.074,1.0
-434.0,4,3000,0.340908556329653,-3.8974566576897303,11.34826599784982,15.360948212383558,11.34826599784982,2.8404091418133315,0.3717563312152957,0.8278380514613386,0.18566666666666667,0.05566666666666667,1.0
-433.0,4,3000,-0.3154194564497008,-4.463680028466001,11.813716949909107,15.833184147697782,11.813716949909107,3.2470983327656433,0.24707922587737907,0.886979691924072,0.17833333333333334,0.05466666666666667,1.0
-432.0,4,3000,0.1700593593159586,-4.939940719464943,12.597090062822058,16.298172232410103,12.597090062822058,6.2943689654411115,0.27175949445417963,0.44039970352144087,0.173,0.051666666666666666,1.0
-431.0,4,3000,-0.33298097203791877,-5.557692247830204,12.835791432184593,16.37387878581467,12.835791432184593,6.66578295752098,0.32127618505819594,0.43803283639942237,0.175,0.04766666666666667,1.0
-430.0,4,3000,0.04781110394216027,-6.001021761753805,13.776293500568173,16.918613126770214,13.776293500568173,8.495398624480934,0.27476342054923536,0.3758747046548043,0.16566666666666666,0.015333333333333332,1.0
-429.0,4,3000,0.020000502096246597,-6.516051102539308,14.108624735802799,16.924952785396393,14.108624735802799,9.027058428474474,0.2414542850078639,0.12804244133041687,0.16733333333333333,0.013666666666666667,1.0
-428.0,4,3000,0.12964220000079943,-6.969494941316071,14.350707054343399,17.330159357629704,14.350707054343399,10.686248721796911,0.1772163016672413,0.21042190544675243,0.16266666666666665,0.018,1.0
-427.0,4,3000,0.4851265149755546,-7.273834828740661,15.530507406632413,17.76467291669545,15.530507406632413,14.46099717712493,0.21253655360611928,-0.13219620179413738,0.14833333333333334,0.012333333333333333,1.0
-426.0,4,3000,0.2387658179393507,-7.830875769687793,15.899972565070211,18.09588396280567,15.899972565070211,15.327380612103235,0.13117392322588203,-0.13276452235796077,0.14866666666666667,0.008333333333333333,1.0
-425.0,4,3000,0.18219611949811765,-7.784837495335665,16.303491043203284,18.249557472406902,16.303491043203284,16.144315217477892,0.07473056067388631,-0.2156525086200216,0.142,0.008,1.0
-424.0,4,3000,0.03710040805373855,-6.641001529830106,16.97185547345345,18.46732098507918,16.97185547345345,16.462753857413585,0.113256726563687,-0.2831511021487172,0.11466666666666667,0.004333333333333333,1.0
-423.0,4,3000,0.16149534573311655,-5.074640825942311,17.719088467662786,19.181378656199783,17.719088467662786,16.912422462439935,0.08432530076953725,-0.2806991741043161,0.05733333333333333,0.006,1.0
-422.0,4,3000,-0.147389230049925,-3.7864818605952166,17.883600378343026,19.177121935689744,17.883600378343026,16.35293769519127,-0.014315510621242183,-0.21927929772128385,0.05266666666666667,0.004,1.0
