x_true_mm,threshold,efficiency,mean_dt,sigma_dt_core,rms68_dt,tail3_dt,mean_tplus,sigma_tplus_core,rho_ab,dt_rms,dt_skewness,dt_excess_kurtosis
-442.0,20,1.0,2.028646260211568,92.60669352688413,92.60669352688413,0.0033333333333333335,742.7697320993267,61.62588241663616,0.2987661457975308,93.86941837286935,-0.027243573500854636,-0.023188639592323312
-441.0,20,1.0,10.735579631384502,96.34889174572052,96.34889174572052,0.0026666666666666666,741.2596052566574,65.66982543437939,0.32438703938921176,96.7144562430752,-0.015221835751192252,-0.022003978546658587
-440.0,20,1.0,21.3766770916415,97.11998977247657,97.11998977247657,0.0016666666666666668,740.6174887517068,63.77723338464091,0.30881102173703084,97.58438597099573,-0.018587883743839784,-0.033383494052049656
-439.0,20,1.0,27.340423787677132,94.45007268972078,94.45007268972078,0.0033333333333333335,744.3492334784237,62.38880239959633,0.3142986826547325,96.2528845983888,0.020015083118553424,0.03469927261505923
-438.0,20,1.0,43.69033661408762,96.2363611852718,96.2363611852718,0.003,742.9870814750213,64.01525473178805,0.34330576683832575,96.33854913116018,-0.04657184702708464,0.1350000632219288
-437.0,20,1.0,51.7104543158847,96.38888784720399,96.38888784720399,0.0013333333333333333,747.8195633617925,65.79100994391297,0.31736829266280264,96.76258575384287,-0.046196244782956045,-0.035068132823112386
-436.0,20,1.0,58.70602707889983,98.47406466568651,98.47406466568651,0.003,748.7964607879052,63.544682802961404,0.298811528150186,98.36904849236959,-0.0332250868264198,0.06533548320623161
-435.0,20,1.0,71.95889279781551,97.86950753312496,97.86950753312496,0.005666666666666667,753.4096827863585,64.9991618439629,0.2907353072405179,98.62913144556161,-0.0726521037725707,0.16737845924361405
-434.0,20,1.0,83.92985037599418,98.38536291477276,98.38536291477276,0.0036666666666666666,756.7440548029107,63.5052888597134,0.3155270492299731,98.97584002131424,-0.12992338580984789,0.10037872927665425
-433.0,20,1.0,90.00003461252115,95.76736975888976,95.76736975888976,0.002,761.1764031289626,64.56463386490043,0.34609257286381145,96.81941903525149,0.018593968367811037,0.04598758203461051
-432.0,20,1.0,100.35679008989128,95.53581114347764,95.53581114347764,0.006666666666666667,767.5783884331107,62.48984594390902,0.27888144849640784,100.23138465124707,-0.05730286752843879,0.22137035207645672
-431.0,20,1.0,109.14604067043936,98.15450706082281,98.15450706082281,0.005666666666666667,774.463977590884,62.96417014880001,0.2753344515631315,100.0009760828178,-0.048470066776397217,0.36581963597581924
-430.0,20,1.0,123.369638992928,101.57883043381429,101.57883043381429,0.004,780.5212154740428,64.27687266437903,0.29848518832382753,104.08126982237512,0.05353055076311909,0.17853286022049364
-429.0,20,1.0,132.95670922203715,104.14782887143609,104.14782887143609,0.0036666666666666666,784.6572616959287,67.12779835965404,0.31733658187767105,103.95386458845164,0.06661923801677891,-0.053344457268102996
-428.0,20,1.0,142.84913708622122,104.20458536528348,104.20458536528348,0.003,790.0566858071204,68.68165240119941,0.3261673490042389,105.69282344313993,0.110592056756308,0.12445530114114689
-427.0,20,1.0,151.39953522743716,106.35671121085252,106.35671121085252,0.0026666666666666666,796.428099386051,68.12402008653345,0.316749758323965,106.1228221805896,-0.018812066232827846,-0.11693107073257814
-426.0,20,1.0,159.52135221150257,100.93994129747338,100.93994129747338,0.006,802.3367824717662,69.50391152159028,0.33130654478537663,105.16102515640743,0.10716292565377887,0.16946263480267065
-425.0,20,1.0,167.6075298658759,103.09384800351444,103.09384800351444,0.004333333333333333,808.5588851911788,70.3051301004698,0.3243684691082113,106.40760841549034,0.14496839323537528,0.2158875695050928
-424.0,20,1.0,174.95186547445553,104.42697737151387,104.42697737151387,0.0026666666666666666,819.02512563447,69.27374378316438,0.32081981769869444,105.81180335129982,0.019604191541727777,0.03934314465437927
-423.0,20,1.0,173.49107793868518,104.51036920852067,104.51036920852067,0.004666666666666667,825.4114706602143,66.34515129660957,0.27622228858038506,107.1179004112939,0.10388363410369066,0.06618570740066687
-422.0,20,1.0,175.15946805511854,103.03437010470088,103.03437010470088,0.004,829.4852064684812,67.63473558626077,0.2856704362787169,105.50015647122919,0.10656002500842936,0.1344159701746639
