x_true_mm,method,mean_x_rec,bias,sigma_core,rms,rms68,median,mad_sigma,fraction_outside_2sigma,fraction_outside_3sigma,valid_fraction
550.0,dt_end_weighted,543.792286426283,-6.2077135737170845,49.487784524459016,52.85051551915856,49.487784524459016,538.920630147963,48.97791908758636,0.0595,0.0085,1.0
550.0,R_end,531.884872321844,-18.115127678155957,23.558833995972698,30.03036316420103,23.558833995972698,531.254023545929,23.97022620176743,0.043,0.0065,1.0
550.0,A_end,532.2665552618304,-17.73344473816973,6.228468435866736,18.81030914190206,6.228468435866736,532.513596016058,6.304111675379831,0.047,0.002,1.0
550.0,x_top_centroid_raw,563.8826701275063,13.88267012750645,4.287975529620152,14.551043059603328,4.287975529620152,563.9163284854642,4.394730503268797,0.045,0.0055,1.0
550.0,local_R,545.7730803372121,-4.226919662787753,3.16193535210495,5.3823315094587505,3.16193535210495,545.6886146902475,3.20750819574095,0.0495,0.0075,1.0
600.0,dt_end_pool,603.901573442442,3.9015734424420168,24.76747130519436,26.19069465334657,24.76747130519436,602.3361114200957,24.794521762710833,0.0565,0.01,1.0
600.0,dt_end_weighted,606.6160308596427,6.616030859642756,58.3628325259131,61.77175963427093,58.3628325259131,598.3743632471788,58.25978431622166,0.0625,0.011,1.0
600.0,R_end,594.3974635746788,-5.602536425321228,25.35174768139594,26.491152755714673,25.35174768139594,592.4997215140002,25.38965927443358,0.051,0.007,1.0
600.0,A_end,542.6913784080295,-57.308621591970365,4.746878668796128,57.50563568899924,4.746878668796128,542.6843656979875,4.69715277749657,0.047,0.002,1.0
600.0,x_top_centroid_raw,604.3914881368675,4.391488136867456,4.52154839548757,6.404176327165763,4.52154839548757,604.3952085458093,4.580367536767526,0.053,0.004,1.0
600.0,local_R,602.189909110431,2.189909110430954,2.829789245558249,3.6980701324938963,2.829789245558249,602.094614529416,2.908806426028351,0.0605,0.008,1.0
650.0,dt_end_pool,656.6200624548898,6.620062454889791,26.6559328527385,28.003290655618546,26.6559328527385,654.3611281063538,26.212555173577567,0.046,0.0085,1.0
650.0,dt_end_weighted,662.8895479180818,12.889547918081778,64.28010552268674,71.3084375630336,64.28010552268674,653.1943793006158,63.99860920192734,0.061,0.0155,1.0
650.0,R_end,668.199041140664,18.19904114066395,26.704527777715903,32.72468901361485,26.704527777715903,665.9002080289592,25.8159185883107,0.0505,0.0075,1.0
650.0,A_end,549.9224123790858,-100.07758762091427,3.291553359299293,100.13168058513463,3.291553359299293,549.8952970877261,3.203530167834573,0.046,0.001,1.0
650.0,x_top_centroid_raw,631.735297563706,-18.264702436293906,4.896285137208382,18.980261561185703,4.896285137208382,631.6299418850671,4.990872099591418,0.059,0.0055,1.0
650.0,local_R,645.8241695680075,-4.175830431992592,3.133447152023628,5.610571649938277,3.133447152023628,645.6982542814169,3.152732716289514,0.05,0.0105,1.0
670.0,dt_end_pool,678.9806313596783,8.980631359678389,27.05966800092199,29.73185966432722,27.05966800092199,676.8782810349135,27.391133517990593,0.055,0.009,1.0
670.0,dt_end_weighted,688.3692417427982,18.369241742798184,65.43637475515408,72.61658674057563,65.43637475515408,680.2838597975309,64.83345873346164,0.0615,0.0165,1.0
670.0,R_end,705.4749658824902,35.474965882490196,26.679580532783056,45.08005250257817,26.679580532783056,703.9646985500309,26.76068253970012,0.055,0.0065,1.0
670.0,A_end,552.2997764135295,-117.70022358647056,2.6827140284853783,117.7325373614307,2.6827140284853783,552.3689795584974,2.725544780111386,0.0555,0.0045,1.0
670.0,x_top_centroid_raw,636.1561915028344,-33.84380849716559,5.21999748281433,34.266379906333135,5.21999748281433,636.0787636828345,5.228635150433133,0.057,0.003,1.0
670.0,local_R,665.6360624870482,-4.36393751295175,3.023476318538398,5.568212326112859,3.023476318538398,665.4985958528476,3.1160941101680533,0.0565,0.0115,1.0
690.0,dt_end_pool,697.9269299888043,7.926929988804389,25.70445944437092,29.693291068736894,25.70445944437092,694.7013519991835,25.507687626974196,0.0685,0.017,1.0
690.0,dt_end_weighted,704.305341013497,14.305341013496891,65.75434620751209,74.66684523479316,65.75434620751209,694.2422259437028,63.81895652051265,0.064,0.0175,1.0
690.0,R_end,745.163752956764,55.16375295676409,25.755757838060614,61.452906147461235,25.755757838060614,743.6896371760785,25.442487914557383,0.0625,0.007,1.0
690.0,A_end,554.0418720452294,-135.95812795477053,2.0765292480090807,135.97534069930657,2.0765292480090807,554.0921044111191,2.0286452148990213,0.0555,0.007,1.0
690.0,x_top_centroid_raw,632.3697224044344,-57.630277595565666,5.624842320491279,57.91567945320455,5.624842320491279,632.3555902192174,5.878444966369794,0.0485,0.004,1.0
690.0,local_R,685.5998594322457,-4.4001405677543035,3.095213190480112,5.485699372244309,3.095213190480112,685.5220945291863,3.1567241919481512,0.048,0.0035,1.0
