frame,frametitle,include_exact,relative_path,expected_absolute,exists,size_bytes,extension,valid,validation,sha256,possible_generator,classification,search_candidates
65,Run 8 $|$ x = -400 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_-400mm.png}",figs/exec11_arrival_-400mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_-400mm.png,True,207310,.png,True,Pillow:PNG,946a8f4577d22be7606d10a1761f05c27ccab3b1212f99ad9d17e000f7fdf6b2,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_-400mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/exec11_arrival_-400mm.png
66,Position x=-350 mm,\includegraphics[width=\textwidth]{figs/muon_-350mm_geometry.png},figs/muon_-350mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_-350mm_geometry.png,True,86258,.png,True,Pillow:PNG,f1203571a1c69a2d5d01d39c78073be4d634a6b0e9f6cec9a35c642340f90d08,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_-350mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_-350mm_geometry.png
66,Position x=-350 mm,\includegraphics[width=\textwidth]{figs/muon_-350mm_top_profile.png},figs/muon_-350mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_-350mm_top_profile.png,True,130743,.png,True,Pillow:PNG,ddde53d75aca9299ee06d4de39061acebec3786493e8069b68a50e377b69f969,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_-350mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_-350mm_top_profile.png
67,Run 9 $|$ x = -350 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_-350mm.png}",figs/exec11_arrival_-350mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_-350mm.png,True,210514,.png,True,Pillow:PNG,df53f14bdb45608952609a3aec8886d8c2d1677fe1ccb1447ea82c6ae630c3c5,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_-350mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/exec11_arrival_-350mm.png
68,Position x=-300 mm,\includegraphics[width=\textwidth]{figs/muon_-300mm_geometry.png},figs/muon_-300mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_-300mm_geometry.png,True,86747,.png,True,Pillow:PNG,54c2e0751cba64c336cdf8caeeacd30f955972fc2c00c2a2942710b7d7a0a37e,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_-300mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_-300mm_geometry.png
68,Position x=-300 mm,\includegraphics[width=\textwidth]{figs/muon_-300mm_top_profile.png},figs/muon_-300mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_-300mm_top_profile.png,True,130048,.png,True,Pillow:PNG,d820eb2e84bea004c4efb4c6f5eac927b00e723397344f61ab8f9a92d516b11b,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_-300mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_-300mm_top_profile.png
69,Run 10 $|$ x = -300 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_-300mm.png}",figs/exec11_arrival_-300mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_-300mm.png,True,204030,.png,True,Pillow:PNG,8aafa5281055a8f4b7f8f3ffdffae6d29093f04cd23b2a1e399b82e690360dbf,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_-300mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/exec11_arrival_-300mm.png
70,Position x=-250 mm,\includegraphics[width=\textwidth]{figs/muon_-250mm_geometry.png},figs/muon_-250mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_-250mm_geometry.png,True,87978,.png,True,Pillow:PNG,046718e9bc1c773a645cc66c31ea6c0f1ad4bf3a2f17544208994195007bf24a,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_-250mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_-250mm_geometry.png
70,Position x=-250 mm,\includegraphics[width=\textwidth]{figs/muon_-250mm_top_profile.png},figs/muon_-250mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_-250mm_top_profile.png,True,131490,.png,True,Pillow:PNG,b742dc4b0d1e2dd029bcd1d3d534d8ba03cd6ba82627e498cda5ce8cf44529bf,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_-250mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_-250mm_top_profile.png
71,Run 11 $|$ x = -250 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_-250mm.png}",figs/exec11_arrival_-250mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_-250mm.png,True,211922,.png,True,Pillow:PNG,53865f8604ebc564ac61fc7b6db4f7cce29b266a97df8420758c260f04c6331e,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_-250mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/exec11_arrival_-250mm.png
72,Position x=-200 mm,\includegraphics[width=\textwidth]{figs/muon_-200mm_geometry.png},figs/muon_-200mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_-200mm_geometry.png,True,85710,.png,True,Pillow:PNG,24643f10d2a91e4a0868a4f5d45cf7937b71687727962b56d76c784ee671320d,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_-200mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_-200mm_geometry.png
72,Position x=-200 mm,\includegraphics[width=\textwidth]{figs/muon_-200mm_top_profile.png},figs/muon_-200mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_-200mm_top_profile.png,True,128479,.png,True,Pillow:PNG,591ffbe580dde87fcb5e7d937186b0f1d61045bba6d23fa3e3297bc648f6c062,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_-200mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_-200mm_top_profile.png
73,Run 12 $|$ x = -200 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_-200mm.png}",figs/exec11_arrival_-200mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_-200mm.png,True,207191,.png,True,Pillow:PNG,e1c0cac21c64d6ffcd99e533bfd095adb197b392594e628d15b4f7a56245910a,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_-200mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/exec11_arrival_-200mm.png
74,Position x=-150 mm,\includegraphics[width=\textwidth]{figs/muon_-150mm_geometry.png},figs/muon_-150mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_-150mm_geometry.png,True,85831,.png,True,Pillow:PNG,18b2ed24b4064ed4ccaf1c3f517a6c7255f4bdc4deb8bbe6f91ceef2b6d6669a,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_-150mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_-150mm_geometry.png
74,Position x=-150 mm,\includegraphics[width=\textwidth]{figs/muon_-150mm_top_profile.png},figs/muon_-150mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_-150mm_top_profile.png,True,130972,.png,True,Pillow:PNG,40e4039efc63214d695ee8962474026366482ad66a3277d1e8a2143b21842c0a,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_-150mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_-150mm_top_profile.png
75,Run 13 $|$ x = -150 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_-150mm.png}",figs/exec11_arrival_-150mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_-150mm.png,True,214515,.png,True,Pillow:PNG,d0ab8fc2d62d3fe81935936fb7a1454859f1a10693db9cbbeff8e170b4ce6737,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_-150mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/exec11_arrival_-150mm.png
76,Position x=-100 mm,\includegraphics[width=\textwidth]{figs/muon_-100mm_geometry.png},figs/muon_-100mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_-100mm_geometry.png,True,86491,.png,True,Pillow:PNG,fbcc0c96d5baa399cc8a935a93d1edc716120a6eaeda73cf9a90068a0c11bd95,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_-100mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_-100mm_geometry.png
76,Position x=-100 mm,\includegraphics[width=\textwidth]{figs/muon_-100mm_top_profile.png},figs/muon_-100mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_-100mm_top_profile.png,True,130050,.png,True,Pillow:PNG,d03d0f13bf47cb111ff1022d6eb7b2422a193494bc8cdbbdadf991c1288b8d62,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_-100mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_-100mm_top_profile.png
77,Run 14 $|$ x = -100 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_-100mm.png}",figs/exec11_arrival_-100mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_-100mm.png,True,204685,.png,True,Pillow:PNG,8a880ad51ebb4215abbb2405397ef654834ef918be935b9758b388f3cc060cb0,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_-100mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/exec11_arrival_-100mm.png
78,Position x=-50 mm,\includegraphics[width=\textwidth]{figs/muon_-50mm_geometry.png},figs/muon_-50mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_-50mm_geometry.png,True,86701,.png,True,Pillow:PNG,e88fecdf6c44c8fa079e890929daac6eda47a8b1917cd93b81d35763c4d840fe,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_-50mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_-50mm_geometry.png
78,Position x=-50 mm,\includegraphics[width=\textwidth]{figs/muon_-50mm_top_profile.png},figs/muon_-50mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_-50mm_top_profile.png,True,130249,.png,True,Pillow:PNG,39b3343345d728570ec211d0eb04ee1a095c7207d296a73e2f61e3d5eaa13a57,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_-50mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_-50mm_top_profile.png
79,Run 15 $|$ x = -50 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_-50mm.png}",figs/exec11_arrival_-50mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_-50mm.png,True,208467,.png,True,Pillow:PNG,e1c468bbe7d03754813bb0260ccb6420aba0b426a425ad4baa49688c016c7179,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_-50mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/exec11_arrival_-50mm.png
80,Position x=0 mm,\includegraphics[width=\textwidth]{figs/muon_0mm_geometry.png},figs/muon_0mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_0mm_geometry.png,True,84485,.png,True,Pillow:PNG,ec7c96e9f94e4694c4c284c70832e776221499a5944fef4c1497fadacebf00bb,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_0mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_0mm_geometry.png
80,Position x=0 mm,\includegraphics[width=\textwidth]{figs/muon_0mm_top_profile.png},figs/muon_0mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_0mm_top_profile.png,True,128228,.png,True,Pillow:PNG,ec37a1771a62e7baf6524948541efa6ddeb40805dbbd51d144c40e3d3a43fcbb,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_0mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_0mm_top_profile.png
81,Run 16 $|$ x = +0 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_0mm.png}",figs/exec11_arrival_0mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_0mm.png,True,191246,.png,True,Pillow:PNG,0b28ac05dbf87131900dd95bc2eb2f084f7a4ddacb5fcc057bf24cc505014cd2,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_0mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/exec11_arrival_0mm.png
82,Position x=50 mm,\includegraphics[width=\textwidth]{figs/muon_50mm_geometry.png},figs/muon_50mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_50mm_geometry.png,True,86244,.png,True,Pillow:PNG,73a179a9c2c527494ac9715f72c750d2e1db42eecf975310ca9f02740598f47c,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_50mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_50mm_geometry.png
82,Position x=50 mm,\includegraphics[width=\textwidth]{figs/muon_50mm_top_profile.png},figs/muon_50mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_50mm_top_profile.png,True,129626,.png,True,Pillow:PNG,f2cd9e67547b79649c2cff543a112a4675dd1a09e92bec7155519f1a82b367d9,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_50mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_50mm_top_profile.png
83,Run 17 $|$ x = +50 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_50mm.png}",figs/exec11_arrival_50mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_50mm.png,True,207820,.png,True,Pillow:PNG,c3669cbb1ba09d4f8e809dc6310a1e6a85510ea9e1aa232315a5cac6a894a59e,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_50mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/exec11_arrival_50mm.png
84,Position x=100 mm,\includegraphics[width=\textwidth]{figs/muon_100mm_geometry.png},figs/muon_100mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_100mm_geometry.png,True,85416,.png,True,Pillow:PNG,aacb92350ce09a0becb82a3879865c8021c84986cbf779fae2e73d343d1816a2,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_100mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_100mm_geometry.png
84,Position x=100 mm,\includegraphics[width=\textwidth]{figs/muon_100mm_top_profile.png},figs/muon_100mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_100mm_top_profile.png,True,129881,.png,True,Pillow:PNG,89305f5e3dc8096ee7a5beb2648e66ddb707247f9285dc5a0f2d6d9b8631073c,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_100mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_100mm_top_profile.png
85,Run 18 $|$ x = +100 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_100mm.png}",figs/exec11_arrival_100mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_100mm.png,True,203459,.png,True,Pillow:PNG,7099d4877a0d571f374eb6ff42f2aa4ce714809f80269f42d28cb4ace7259b41,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_100mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/exec11_arrival_100mm.png
86,Position x=150 mm,\includegraphics[width=\textwidth]{figs/muon_150mm_geometry.png},figs/muon_150mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_150mm_geometry.png,True,86822,.png,True,Pillow:PNG,b7d3f22d4020d9b69abab62d25c0145e430a17e744ad61eb785a5a0565a2c042,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_150mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_150mm_geometry.png
86,Position x=150 mm,\includegraphics[width=\textwidth]{figs/muon_150mm_top_profile.png},figs/muon_150mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_150mm_top_profile.png,True,132085,.png,True,Pillow:PNG,9329857fc9c993ac7f33b8d1a28b013fa6a7f7ce023ced4df00ad9659a42aca3,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_150mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_150mm_top_profile.png
87,Run 19 $|$ x = +150 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_150mm.png}",figs/exec11_arrival_150mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_150mm.png,True,212372,.png,True,Pillow:PNG,5369a959edc754c2c6f35f04e261791fde694f0837062e9aed5de3ee8e159b6b,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_150mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/exec11_arrival_150mm.png
88,Position x=200 mm,\includegraphics[width=\textwidth]{figs/muon_200mm_geometry.png},figs/muon_200mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_200mm_geometry.png,True,88202,.png,True,Pillow:PNG,00b5d95ead1698bf0a80d8712437041416957f64fe78957c3e50044877e4e89a,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_200mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_200mm_geometry.png
88,Position x=200 mm,\includegraphics[width=\textwidth]{figs/muon_200mm_top_profile.png},figs/muon_200mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_200mm_top_profile.png,True,130820,.png,True,Pillow:PNG,4491c3076717373275ddfbcd660dd59b39fc39caa0597d8d88a3e85cd85fd4e0,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_200mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_200mm_top_profile.png
89,Run 20 $|$ x = +200 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_200mm.png}",figs/exec11_arrival_200mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_200mm.png,True,207820,.png,True,Pillow:PNG,1cdb140e12ed6ffd8cfbd6f2ea032382486a1a3dd070b48215697cb2059eb150,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_200mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/exec11_arrival_200mm.png
90,Position x=250 mm,\includegraphics[width=\textwidth]{figs/muon_250mm_geometry.png},figs/muon_250mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_250mm_geometry.png,True,88014,.png,True,Pillow:PNG,e8a7fdb8e2aedfbd60c38064e511fc545ef140e2a04be9d215baebbe10b35825,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_250mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_250mm_geometry.png
90,Position x=250 mm,\includegraphics[width=\textwidth]{figs/muon_250mm_top_profile.png},figs/muon_250mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_250mm_top_profile.png,True,131353,.png,True,Pillow:PNG,2feab3adea45aee75b8f54fa82f934c33a11582a9e832d117a8f59d0e14456e1,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_250mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_250mm_top_profile.png
91,Run 21 $|$ x = +250 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_250mm.png}",figs/exec11_arrival_250mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_250mm.png,True,211887,.png,True,Pillow:PNG,d13ad642aad3c0d4d976d2ba170b333f46ce1ac235eb0580913f878efe026ff3,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_250mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/exec11_arrival_250mm.png
92,Position x=300 mm,\includegraphics[width=\textwidth]{figs/muon_300mm_geometry.png},figs/muon_300mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_300mm_geometry.png,True,86756,.png,True,Pillow:PNG,2c87af3e98e299b66eaf724f3708f2e12ad4e881b87902b484dc0a62ad2ed028,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_300mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_300mm_geometry.png
92,Position x=300 mm,\includegraphics[width=\textwidth]{figs/muon_300mm_top_profile.png},figs/muon_300mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_300mm_top_profile.png,True,129045,.png,True,Pillow:PNG,b7cab178ee5d3e6bdbd9e42ebe832ee48221131b6556ee70d4e3c1b73eb676d1,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_300mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_300mm_top_profile.png
93,Run 22 $|$ x = +300 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_300mm.png}",figs/exec11_arrival_300mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_300mm.png,True,204235,.png,True,Pillow:PNG,dd9d5bb85714d232239f191a8bd90e4d4766f8cd5516617b850379f19c8ef27e,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_300mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/exec11_arrival_300mm.png
94,Position x=350 mm,\includegraphics[width=\textwidth]{figs/muon_350mm_geometry.png},figs/muon_350mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_350mm_geometry.png,True,88488,.png,True,Pillow:PNG,dfb834eb486063a9cc22a84f5ddc3a62ee12c37b44e56cc0f666c62620c3f4af,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_350mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_350mm_geometry.png
94,Position x=350 mm,\includegraphics[width=\textwidth]{figs/muon_350mm_top_profile.png},figs/muon_350mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_350mm_top_profile.png,True,131357,.png,True,Pillow:PNG,24ebe94ac33aad65d966800f83053f8ca517c6d11176e4a72ec94eccaeae36c2,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_350mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/figs/muon_350mm_top_profile.png
