material_code,material,gun_x_mm,face_type,source_type,source,bin_low_ns,bin_high_ns,bin_center_ns,count,density
0,EJ-200,650,1,0,all,0.469423659826,0.470189270434,0.46980646513,28,3.657211605
0,EJ-200,650,1,0,all,0.470189270434,0.470954881042,0.470572075738,24,3.13475280429
0,EJ-200,650,1,0,all,0.470954881042,0.47172049165,0.471337686346,29,3.78782630518
0,EJ-200,650,1,0,all,0.47172049165,0.472486102257,0.472103296953,28,3.657211605
0,EJ-200,650,1,0,all,0.472486102257,0.473251712865,0.472868907561,27,3.52659690482
0,EJ-200,650,1,0,all,0.473251712865,0.474017323473,0.473634518169,19,2.4816793034
0,EJ-200,650,1,0,all,0.474017323473,0.474782934081,0.474400128777,25,3.26536750447
0,EJ-200,650,1,0,all,0.474782934081,0.475548544689,0.475165739385,16,2.08983520286
0,EJ-200,650,1,0,all,0.475548544689,0.476314155297,0.475931349993,25,3.26536750447
0,EJ-200,650,1,0,all,0.476314155297,0.477079765905,0.476696960601,25,3.26536750447
0,EJ-200,650,1,0,all,0.477079765905,0.477845376512,0.477462571209,28,3.657211605
0,EJ-200,650,1,0,all,0.477845376512,0.47861098712,0.478228181816,29,3.78782630518
0,EJ-200,650,1,0,all,0.47861098712,0.479376597728,0.478993792424,33,4.3102851059
0,EJ-200,650,1,0,all,0.479376597728,0.480142208336,0.479759403032,28,3.657211605
0,EJ-200,650,1,0,all,0.480142208336,0.480907818944,0.48052501364,30,3.91844100536
0,EJ-200,650,1,0,all,0.480907818944,0.481673429552,0.481290624248,30,3.91844100536
0,EJ-200,650,1,0,all,0.481673429552,0.48243904016,0.482056234856,31,4.04905570554
0,EJ-200,650,1,0,all,0.48243904016,0.483204650768,0.482821845464,28,3.657211605
0,EJ-200,650,1,0,all,0.483204650768,0.483970261375,0.483587456071,30,3.91844100536
0,EJ-200,650,1,0,all,0.483970261375,0.484735871983,0.484353066679,23,3.00413810411
0,EJ-200,650,1,0,all,0.484735871983,0.485501482591,0.485118677287,32,4.17967040572
0,EJ-200,650,1,0,all,0.485501482591,0.486267093199,0.485884287895,29,3.78782630518
0,EJ-200,650,1,0,all,0.486267093199,0.487032703807,0.486649898503,33,4.3102851059
0,EJ-200,650,1,0,all,0.487032703807,0.487798314415,0.487415509111,21,2.74290870375
0,EJ-200,650,1,0,all,0.487798314415,0.488563925023,0.488181119719,31,4.04905570554
0,EJ-200,650,1,0,all,0.488563925023,0.48932953563,0.488946730326,32,4.17967040572
0,EJ-200,650,1,0,all,0.48932953563,0.490095146238,0.489712340934,21,2.74290870375
0,EJ-200,650,1,0,all,0.490095146238,0.490860756846,0.490477951542,31,4.04905570554
0,EJ-200,650,1,0,all,0.490860756846,0.491626367454,0.49124356215,37,4.83274390661
