scenario,wavelength_nm_created,folded_exit_angle_deg,finite_beta_edge_deg,d_axial_mm,group_velocity_mm_ns,propagation_time_ns,predicted_angular_penalty_ps,observed_edge_excess_ps,is_upper_5pct_angle_tail
visible_lower_764mm,662.71991687,40.3488510217,40.1882162296,49.5000222277,180.614996886,0.346367036504,0.853052771638,-12.3885933279,0
visible_lower_764mm,544.455116838,39.5068106005,39.422150747,49.889072143,173.36089827,0.347887294113,0.453458477327,-24.6437462292,0
visible_lower_764mm,480.061519483,42.9061976079,38.835743614,49.5003199262,169.128536965,0.365045979827,23.8417427995,-10.69040693,0
visible_lower_764mm,468.211367128,42.0637213467,38.7118623106,49.4999030942,168.306368908,0.361263770211,19.2420516271,-15.6497069683,0
visible_lower_764mm,462.266253575,38.9901251028,38.6476814958,49.9116325713,167.889191257,0.348695580129,1.8348527312,-31.9558300693,0
visible_lower_764mm,462.709556484,39.11734117,38.652514821,49.5007289621,167.920357324,0.343629974122,2.47779001413,-33.8430738989,0
visible_lower_764mm,618.342255315,39.9928006283,39.9409254199,49.5002659644,177.685473518,0.345134476876,0.275823805165,-18.2164773119,0
visible_lower_764mm,406.65354635,38.2896887688,37.9767265783,49.8092528116,163.848944148,0.343989352864,1.65725285911,-41.6634278745,0
visible_lower_764mm,507.247122396,39.1299179136,39.1004693648,49.4991682586,170.965262939,0.342390376234,0.15595202822,-30.6924187768,0
visible_lower_764mm,618.856885236,40.4848334197,39.9440458424,49.4999729239,177.713500955,0.348155377898,2.91092550338,-15.1526895567,0
visible_lower_764mm,603.040528684,40.1945084298,39.845238358,49.9897249973,176.838285486,0.350871480608,1.88947570753,-17.3158634374,0
visible_lower_764mm,575.619823374,40.2500541167,39.6589675047,49.9858272433,175.256579932,0.352068227834,3.21579913553,-18.4099178328,0
visible_lower_764mm,506.782210134,39.334395823,39.0961612669,49.88423746,170.934445043,0.34789541009,1.27804347775,-28.1345200881,0
visible_lower_764mm,467.096695923,39.0585854677,38.6999334952,49.4998454405,168.228305937,0.343665767466,1.90772881871,-33.3592643639,0
visible_lower_764mm,594.947300691,40.0096821475,39.7922903477,49.5007404397,176.379910884,0.345320403552,1.16062458429,-19.9314047145,0
visible_lower_764mm,476.308920375,38.8258332456,38.7970891559,49.759769644,168.869544195,0.348629032782,0.152595637283,-29.4507528648,0
visible_lower_764mm,731.28195063,41.0441949824,40.4944171985,49.4990602523,192.515394531,0.344986334446,2.8089721728,6.88270226652,0
visible_lower_764mm,509.482158375,46.2900972228,39.1210770735,49.4998324295,171.113125552,0.385409839646,45.7626962671,12.535415732,0
visible_lower_764mm,780.094415852,40.3277182501,40.6664822452,49.4997559676,192.515394531,0.341148527779,-1.70729372751,2.16934310584,0
visible_lower_764mm,450.116186412,38.9301172763,38.5121684594,49.4993113177,167.027185387,0.341614535773,2.22156011281,-37.1253179138,0
visible_lower_764mm,478.27155292,39.2533173237,38.8173715022,49.8974678473,169.005156753,0.349821221327,2.34492640154,-29.1084550312,0
visible_lower_764mm,582.621698783,42.2376485577,39.708413566,49.5001750065,175.668198506,0.358812299796,14.3188718896,-7.46888460682,0
visible_lower_764mm,382.512869193,41.4992416389,37.6425115385,49.4991221656,162.029082429,0.360627963683,22.0843033573,-25.1779568411,0
visible_lower_764mm,482.326135252,40.6889767047,38.8588164878,49.499764994,169.284194066,0.352647678807,10.11967424,-22.8607762397,0
visible_lower_764mm,636.605170914,40.9747621962,40.0479201771,49.4995006766,178.663165829,0.34944143626,5.03725784622,-12.4821363392,0
visible_lower_764mm,516.095763474,39.2538309233,39.1810654881,49.6770349271,171.547709986,0.345653806637,0.387389134602,-27.92577704,0
visible_lower_764mm,791.037570854,40.2036907954,40.700615575,49.6014246382,192.515394531,0.341112052508,-2.50391085274,1.2626320626,0
visible_lower_764mm,416.116916413,38.4463953771,38.1003527044,49.5000039331,164.552611421,0.340619511279,1.82592944092,-41.6447327257,0
visible_lower_764mm,670.961265118,40.3724486098,40.2295795902,49.4999249927,182.36054523,0.345541258898,0.752668887759,-9.99658451927,0
visible_lower_764mm,613.300717268,40.2195893248,39.9100241002,49.5003224966,177.409160873,0.346696710019,1.65667012592,-17.0563548895,0
visible_lower_764mm,519.26112677,43.4432510012,39.2092592045,49.4997071269,171.754113224,0.367231398138,24.9926412614,-4.71652551704,0
visible_lower_764mm,498.58315273,45.1729094579,39.0189561433,49.7547526968,170.387576019,0.384496185603,38.3689536956,8.64974114077,0
visible_lower_764mm,695.784893838,40.4184852093,40.3463172758,49.5000856341,187.368425178,0.343499405448,0.371551929544,-3.1351158515,0
visible_lower_764mm,449.454713176,42.9023710513,38.5046202623,49.5000503391,166.979867842,0.367536371643,25.8793858505,-11.2767523717,0
visible_lower_764mm,536.04077669,39.3941383201,39.3532746999,49.6133109525,172.831547538,0.351225123552,0.217344815774,-20.0148492679,0
visible_lower_764mm,632.714707169,40.6016988666,40.0257624199,49.5002493963,178.457932056,0.348051860684,3.10264071646,-14.1757031223,0
visible_lower_764mm,604.896390911,41.3212753142,39.8571482965,49.4999882323,176.942396323,0.353317914087,8.06754206161,-11.1111006371,0
visible_lower_764mm,401.626136774,40.5932657748,37.9093854459,49.500937728,163.472835379,0.354666196425,14.978688938,-29.1293557127,0
visible_lower_764mm,460.621744314,73.9276959958,38.6296838937,49.4990544175,167.773216872,0.950837004025,688.015453445,573.166017753,1
visible_lower_764mm,517.684322112,45.5962288058,39.1952562113,49.5001128887,171.651433683,0.381157456836,40.0366143286,9.05817082244,0
visible_lower_764mm,464.212389366,40.8171688254,38.6688428538,49.5000053044,168.026096094,0.354328317161,11.9512140571,-22.9876865959,0
visible_lower_764mm,725.298059105,40.3406471733,40.4709017757,49.5007607627,192.515394531,0.341422248244,-0.653454737577,3.42542795278,0
visible_lower_764mm,576.610360962,40.141141174,39.6660432814,49.5006559051,175.315121798,0.346778085842,2.55226881605,-20.019177362,0
visible_lower_764mm,544.095884879,41.6166480592,39.4192546313,49.5001692562,173.338461185,0.356239828571,12.3194653693,-13.4196862362,0
visible_lower_764mm,743.956192918,40.6270113358,40.5423970824,49.4999999953,192.515394531,0.34258010887,0.428315079591,4.22799303969,0
visible_lower_764mm,522.911605076,39.6344923934,39.2413636862,49.6930522693,171.990923424,0.347639408319,2.11135943257,-25.4178113726,0
visible_lower_764mm,522.113372885,39.2658852519,39.234380845,49.6842242007,171.939311954,0.345630849346,0.167638586053,-27.4349238718,0
visible_lower_764mm,506.373969711,39.1590883734,39.0923722015,49.8288564773,170.907408599,0.349115161304,0.35597257808,-26.5365383077,0
visible_lower_764mm,654.64623841,47.6325309526,40.1463695564,49.5000586994,179.593366352,0.391596302173,48.4328226474,31.0219566873,1
visible_lower_764mm,487.789541176,39.374793036,38.9137011897,49.5000616322,169.657792529,0.344790023092,2.46431355275,-30.1833601385,0
visible_lower_764mm,560.060032469,40.7543975743,39.5442343683,49.7951172643,174.32301462,0.353651142762,6.65943543241,-16.7758160139,0
visible_lower_764mm,581.411399064,40.2496707219,39.6999611941,49.4995287786,175.597426589,0.347161904507,2.95883438636,-19.2172386311,0
visible_lower_764mm,411.541181215,43.7743669797,38.0410835541,49.499965779,164.213118491,0.374570299912,34.7188855883,-8.17369393295,0
visible_lower_764mm,591.798839898,39.836059394,39.7712415473,49.5004626373,176.199706574,0.345146450416,0.344720367861,-20.3650378853,0
visible_lower_764mm,400.800477658,41.231523811,37.8982139866,49.9845593458,163.410829337,0.362687078045,19.0972675946,-24.9463403188,0
visible_lower_764mm,665.620312119,40.4243896482,40.2029270539,49.4999358356,181.234240709,0.346208600145,1.17471919185,-11.3981744449,0
visible_lower_764mm,665.305102391,40.336519542,40.2013364506,49.5003469656,181.167203908,0.344652549803,0.715721295441,-13.0811271008,0
visible_lower_764mm,537.96887798,41.2680191054,39.3692504518,49.5008356839,172.953497671,0.352861936329,10.5612603839,-17.3599186588,0
visible_lower_764mm,731.14512691,42.2402136029,40.4938857922,49.5001036065,192.515394531,0.351295302726,9.19893707233,13.1872216608,0
visible_lower_764mm,470.634841275,39.070180045,38.7376321366,49.5000459498,168.475497476,0.343218587208,1.76845425862,-33.4534249221,0
visible_lower_764mm,544.403472687,39.6683356761,39.4217346351,49.5000664777,173.357674477,0.34568742932,1.31587143445,-23.9434997816,0
visible_lower_764mm,520.398377878,41.4276869537,39.2193077651,49.4999948255,171.828067415,0.356344967577,12.3684876184,-15.4982424262,0
visible_lower_764mm,524.350053236,39.3417451995,39.2538946543,49.5007452462,172.083926781,0.343979918772,0.466453935574,-27.499136226,0
visible_lower_764mm,509.035682177,44.1769123018,39.1169740515,49.5009935783,171.083579352,0.371764220402,30.5062673321,-1.16162884825,0
visible_lower_764mm,661.036921899,41.679017518,40.1796025864,49.499642426,180.253180556,0.35309280732,8.25033983087,-6.33454278773,0
visible_lower_764mm,493.458096574,40.4473363591,38.9694985628,49.7040315497,170.042431403,0.357607865554,8.140862703,-18.3546942285,0
visible_lower_764mm,723.434078814,41.8535298732,40.4634607399,49.5000175865,192.515394531,0.34909881416,7.24455373567,11.1445128503,0
visible_lower_764mm,441.92284649,43.396367031,38.4174058972,49.4995855185,166.438991711,0.368810701833,29.7171863215,-10.7706496367,0
visible_lower_764mm,634.555244803,40.0394838858,40.0362870364,49.4993523226,178.555235257,0.344951406736,0.0169750200036,-17.1280668735,0
visible_lower_764mm,465.379174726,38.8575757362,38.6814589117,49.5005205772,168.107980066,0.343395490755,0.932360055443,-33.807127499,0
visible_lower_764mm,686.290361263,42.715971226,40.3030198552,49.500003398,185.495796023,0.356921038094,13.2913618419,7.01224350203,0
visible_lower_764mm,470.408935414,38.8246608645,38.7352395249,49.5003709344,168.45977508,0.342901818978,0.472649445305,-33.7952021355,0
visible_lower_764mm,605.888373136,41.1071166135,39.8634793267,49.5001550778,176.997918716,0.351679904736,6.81431137895,-12.6696337743,0
visible_lower_764mm,543.726182352,39.5507170221,39.4162700022,49.5954558592,173.315339168,0.345960182541,0.71676156831,-24.4444695179,0
visible_lower_764mm,494.202292913,39.0432408723,38.9767381315,49.793276979,170.092727921,0.34905984361,0.354229601204,-27.504889987,0
visible_lower_764mm,702.518217946,40.4195873659,40.3760465623,49.5000187724,188.665777758,0.343117474468,0.222797533754,-1.28480825428,0
visible_lower_764mm,537.076869177,40.4399524786,39.3618738867,49.603781157,172.897070928,0.351053788153,5.88462141177,-20.0198876268,0
visible_lower_764mm,695.045320327,42.0406247714,40.3430030294,49.499897074,187.224394729,0.352288053321,9.11379021751,5.40523380655,0
visible_lower_764mm,602.948824958,40.2118018088,39.8446476328,49.4995979985,176.833132139,0.346686947879,1.96763412364,-17.8979710254,0
visible_lower_764mm,441.305766769,45.7643028239,38.4101564017,49.5005001425,166.394414865,0.384973102938,46.7872494446,5.32114050101,0
visible_lower_764mm,425.197152736,38.7315602282,38.2152052728,49.7697368222,165.221873397,0.349289573079,2.75564131373,-34.1042007398,0
visible_lower_764mm,518.740491546,42.9687965797,39.2046447331,49.5000727538,171.720226148,0.365279117768,21.9461801837,-6.72051194637,0
visible_lower_764mm,475.849833559,40.6033045211,38.7923239152,49.4997963168,168.837779905,0.352320173282,10.0018839677,-23.8299178874,0
visible_lower_764mm,466.028170059,40.2407886336,38.6884533251,49.6866670115,168.15353569,0.357358560019,8.53981113264,-21.1969531359,0
visible_lower_764mm,484.60529329,40.0962426908,38.881845882,49.5004803816,169.44035791,0.34963405104,6.61249077911,-25.6553071495,0
visible_lower_764mm,481.549661329,38.9751139365,38.8509268887,49.5006121879,169.230864138,0.340515999808,0.657764605349,-35.075551692,0
visible_lower_764mm,757.256712973,40.1732668065,40.5901842744,49.5000832887,192.515394531,0.340397743241,-2.08905662437,1.80338414177,0
visible_lower_764mm,409.515416054,58.9368391984,38.0145417888,49.4991249256,164.062379973,0.511146861629,201.776950725,128.196477571,1
visible_lower_764mm,505.590676423,39.2469807185,39.0850860589,49.4997900547,170.855411363,0.344218682797,0.860094663194,-29.0272471354,0
visible_lower_764mm,454.716249746,41.0554798272,38.5641698581,49.4997458755,167.354952882,0.354452065145,13.9639448612,-23.8227029326,0
visible_lower_764mm,377.809584318,37.8180993243,37.5741404256,49.5000561219,161.670826828,0.339280824218,1.27322347675,-47.0320429451,0
visible_lower_764mm,389.091728599,41.0186434168,37.7363397327,49.6275201585,162.528244409,0.35842672229,18.5964015318,-27.6801807504,0
visible_lower_764mm,604.9048922,41.0504490146,39.8572026567,49.499862572,176.942871761,0.350462811995,6.52976864743,-13.9645870456,0
visible_lower_764mm,461.810861225,38.6501532365,38.6427083182,49.7911200304,167.857112947,0.344596071349,0.0394613905926,-35.182459375,0
visible_lower_764mm,411.662635884,75.6116472973,38.0426689484,49.4991602446,164.222161346,1.06303463671,830.250260603,680.309660488,1
visible_lower_764mm,622.528150257,40.019876381,39.9661259673,49.5000911306,177.912769186,0.344997884969,0.285802169215,-18.02131383,0
visible_lower_764mm,434.765576831,38.9288726793,38.3323392919,49.6075777585,165.920734482,0.351360511322,3.18462216762,-29.788804623,0
visible_lower_764mm,676.723685564,40.192597824,40.2577111584,49.4998163989,183.555790966,0.344117462902,-0.33950324121,-9.25129298589,0
visible_lower_764mm,417.617171894,39.3217008046,38.1195809,49.7786715642,164.663582901,0.352662520635,6.51880039424,-31.5958044814,0
visible_lower_764mm,725.183475758,41.2906000658,40.470445959,49.4996947717,192.515394531,0.346133570448,4.21418038162,8.14632299431,0
visible_lower_764mm,580.547546456,39.7141044097,39.69390427,49.7512865712,175.546817116,0.350744411736,0.107837358914,-17.5719991174,0
visible_lower_764mm,418.821834269,39.8817577465,38.1349479652,49.500721091,164.752516552,0.34978845502,9.55212793369,-32.1984140336,0
visible_lower_764mm,594.998251728,43.6209650274,39.7926288817,49.5001461384,176.3828147,0.366110365009,22.4247909859,0.867157508526,0
visible_lower_764mm,646.609011797,40.6873095354,40.1033703744,49.4999442241,179.183329369,0.348580269371,3.14586341646,-12.5898475854,0
visible_lower_764mm,690.7387312,40.729028291,40.3235090385,49.4999122158,186.3795681,0.345700486004,2.11412257506,-2.65415344419,0
visible_lower_764mm,538.675699522,68.2305603173,39.3750780444,49.609933327,172.998077119,0.712259002959,402.2461302,341.285845886,1
visible_lower_764mm,612.912555367,43.6892187346,39.9076197441,49.5005486159,177.38776064,0.365797967191,22.1274348932,2.01212539745,0
visible_lower_764mm,672.312352585,40.3941801176,40.2362331344,49.4999649491,182.642627644,0.345455438436,0.831411230363,-9.56846000314,0
visible_lower_764mm,428.516812107,39.3843228938,38.2562911357,49.8097588918,165.465155107,0.352457859338,6.12137870635,-30.8966048007,0
visible_lower_764mm,541.254529142,39.5545185678,39.3962089863,49.6378746763,173.160387644,0.35177322823,0.845112441336,-19.1732439713,0
visible_lower_764mm,470.531757467,39.8132679542,38.7365405992,49.9256905732,168.468325013,0.352927194781,5.88389795349,-26.9941404431,0
visible_lower_764mm,458.780940099,42.0095649671,38.6094113332,49.5001109621,167.643137485,0.361521448568,19.5204102554,-16.3438325738,0
visible_lower_764mm,415.956965169,72.9486380453,38.098296737,49.5009482695,164.540770692,0.900959262949,643.678471033,518.670973187,1
visible_lower_764mm,653.372150715,40.1851033632,40.1396434629,49.5884844947,179.528832938,0.346671032694,0.242017145922,-14.6415049894,0
visible_lower_764mm,511.836042784,39.2917060006,39.1425968571,49.4996811962,171.268310731,0.343776794432,0.792274426985,-28.8724892915,0
visible_lower_764mm,551.708650271,43.5829757372,39.4797957137,49.5002278167,173.811306726,0.36722804153,24.1808117577,-1.74693962213,0
visible_lower_764mm,517.503427783,39.5929430162,39.1936444963,49.4997011197,171.639623159,0.345766730845,2.13576008432,-26.346528333,0
visible_lower_764mm,658.766524904,40.2714651858,40.1678916817,49.4999616693,179.800857202,0.346265638764,0.551164592665,-14.0060674188,0
visible_lower_764mm,383.33861229,37.9092502668,37.6544035372,49.49904835,162.091842516,0.339249479705,1.33221387003,-46.4682416527,0
visible_lower_764mm,410.99788592,38.1010923201,38.0339835303,49.4993004943,164.172602247,0.340059853827,0.351308292261,-42.736339569,0
visible_lower_764mm,573.82002444,39.7054349833,39.6460420698,49.4990908318,175.149925238,0.344598952211,0.315727044269,-22.4264361206,0
visible_lower_764mm,522.253056114,40.1905141886,39.2356042792,49.9652530633,171.948354871,0.352798720904,5.22972126373,-22.3640348701,0
visible_lower_764mm,599.757113217,40.3052634403,39.8239566686,49.4996803902,176.653215775,0.347267176626,2.58676720794,-17.5797444849,0
visible_lower_764mm,514.390280492,41.6395874929,39.1657366669,49.5007177065,171.436052291,0.356292181027,13.944582311,-16.1227271704,0
visible_lower_764mm,514.859191438,39.5074245992,39.169960912,49.8197250735,171.466732367,0.348139090391,1.81356201625,-26.6312895627,0
visible_lower_764mm,757.336874916,40.626331501,40.5904645884,49.5000481703,192.515394531,0.342775821779,0.181773823351,4.18028355596,0
visible_lower_764mm,500.908032227,42.6058716535,39.0410857994,49.4994764981,170.543271887,0.363884148466,20.6472064958,-9.8095656193,0
visible_lower_764mm,532.059928011,39.2934444026,39.3199221341,49.4993713649,172.578549271,0.342561481469,-0.1402420421,-28.1919838133,0
visible_lower_764mm,794.714216136,40.5067971656,40.7117475251,49.4997118905,192.515394531,0.341970793483,-1.03873385669,2.76157411091,0
visible_lower_764mm,393.188538343,37.8417187299,37.7937169216,49.8774391039,162.837975553,0.342409583237,0.252136107034,-45.2042034579,0
visible_lower_764mm,593.337108577,40.9031961964,39.781557427,49.4996540242,176.287885434,0.350331806451,6.12618613233,-15.0456457066,0
visible_lower_764mm,644.349026376,42.3431548039,40.0910329579,49.500000499,179.066775566,0.357656237868,12.6610239163,-3.68385516615,0
visible_lower_764mm,727.17321708,41.4013059228,40.4783315502,49.5004598183,192.515394531,0.346876376244,4.75686797444,8.84420871015,0
visible_lower_764mm,498.197534074,39.1779944191,39.0152672211,49.4991166816,170.361720252,0.343423557887,0.864016644728,-30.5290569161,0
visible_lower_764mm,448.379543825,39.8959732654,38.4923132065,49.8305242882,166.902952449,0.35475896093,7.69728501111,-26.6937692727,0
visible_lower_764mm,379.965432128,42.3158915534,37.6056145136,49.6925349846,161.835202583,0.36750924234,27.6678659416,-20.0757516226,0
visible_lower_764mm,632.285752002,40.9515609004,40.0232986594,49.500005022,178.435215624,0.35039411529,5.04540842973,-11.8646923167,0
visible_lower_764mm,411.122011009,38.1886623354,38.0356068313,49.6459048394,164.181868313,0.347609144765,0.805341164141,-36.30763416,0
visible_lower_764mm,670.670918129,43.5257040284,40.2281451064,49.4998667374,182.299777713,0.362682183242,18.8419649936,7.03377635843,0
visible_lower_764mm,508.877436771,39.1214090615,39.1155181798,49.4997582325,171.073133624,0.342744970985,0.0311823918345,-30.1866362636,0
visible_lower_764mm,421.470058101,38.3243468565,38.168503244,49.8341871198,164.947886229,0.34409705978,0.824779215427,-40.1843651946,0
visible_lower_764mm,635.417816444,40.6350218236,40.0411934184,49.5000976677,178.600706006,0.348154149508,3.20038113792,-13.8646387414,0
visible_lower_764mm,546.85738136,39.8973027209,39.4414171405,49.5005158034,173.510643137,0.345800919519,2.44568844511,-23.6118328638,0
visible_lower_764mm,545.162643688,39.5514468129,39.4278433394,49.8672119706,173.405043742,0.349924348298,0.662423869013,-22.3790703495,0
visible_lower_764mm,452.305332756,56.9551155836,38.537022388,49.4998237742,167.183405829,0.489550381184,164.452489268,111.029814584,1
visible_lower_764mm,411.545008037,38.0399503783,38.0411335173,49.4990900035,164.213403496,0.34004875589,-0.00618376519215,-42.6880631481,0
visible_lower_764mm,637.034532064,40.2614424019,40.0503449691,49.4998051112,178.685698748,0.346238217464,1.1267530696,-15.6548143186,0
visible_lower_764mm,449.759695647,43.8396952848,38.5081026906,49.5005755154,167.001701621,0.372362462741,32.1604319502,-6.42347052712,0
visible_lower_764mm,476.800065867,72.1882146776,38.8021783652,49.5010381936,168.903458906,0.86259866127,582.030378557,486.533408963,1
visible_lower_764mm,534.203391255,41.8001260167,39.3379425288,49.5001518657,172.714974954,0.357324886486,13.8914856442,-13.2370449773,0
visible_lower_764mm,433.694828221,38.394604963,38.3194268369,49.5006976749,165.842935929,0.340814803404,0.395237830929,-39.6239573566,0
visible_lower_764mm,514.19712969,40.2755272868,39.1639945014,49.5007326087,171.423398478,0.349551839695,6.05162132108,-22.8814463429,0
visible_lower_764mm,682.055713216,40.4606471299,40.2831760018,49.4999503849,184.643774322,0.344982645118,0.926693542862,-6.43718658931,0
visible_lower_764mm,674.230301111,68.0132622806,40.2456173829,49.4999597104,183.041118791,0.699631501392,368.019975442,345.331441755,1
visible_lower_764mm,675.344649043,41.7550114064,40.2510371096,49.5006344911,183.27160671,0.352493252235,8.1696165592,-1.39438848636,0
visible_lower_764mm,729.661084596,40.6994067692,40.4881031735,49.5004314458,192.515394531,0.343131970081,1.07011408988,5.05078387323,0
visible_lower_764mm,386.011959861,38.1427245477,37.6926765533,49.4995739718,162.294953103,0.340058852171,2.36563113311,-45.3789911777,0
visible_lower_764mm,565.686877088,42.7907807966,39.586512443,49.4990345647,174.663601474,0.361604536632,18.4527374544,-6.12596597776,0
visible_lower_764mm,757.014334671,40.3516674018,40.5893361628,49.4999481039,192.515394531,0.341201301686,-1.19619336373,2.61216148964,0
visible_lower_764mm,448.47927391,38.9325369881,38.4934567668,49.7966037126,166.910082354,0.346433499861,2.34859895862,-34.7493349258,0
visible_lower_764mm,427.934823464,43.1315821393,38.2491227241,49.5005912668,165.422606924,0.369670351208,28.9989834437,-11.36504661,0
visible_lower_764mm,506.64242078,43.569469804,39.0948644625,49.4997467538,170.925192151,0.368285570966,26.5558263304,-4.85938529455,0
visible_lower_764mm,507.892474041,39.1715083345,39.1064372261,49.5005019412,171.008045809,0.343325811651,0.344931893299,-29.7052737231,0
visible_lower_764mm,418.383894536,39.2837844385,38.1293689323,49.7980136346,164.720245099,0.352305901421,6.25593074424,-32.0210217061,0
visible_lower_764mm,425.13979514,52.9260939348,38.2144911691,49.5000883803,165.21765077,0.443175011576,115.66335068,61.8524307347,1
visible_lower_764mm,378.965759905,37.6243065503,37.5910483437,49.4999715943,161.758847234,0.337968308213,0.172720373008,-48.2213881834,0
visible_lower_764mm,402.20440563,37.9615850594,37.917190753,49.5002654155,163.516197178,0.339664988196,0.231858689435,-44.0642885613,0
visible_lower_764mm,437.590299341,38.3929375055,38.3661698553,49.500136681,166.125774013,0.341298719514,0.14064306954,-38.7331695616,0
visible_lower_764mm,752.778517959,40.2086993432,40.5743798546,49.4993232844,192.515394531,0.34065386583,-1.83318888229,2.14469601901,0
visible_lower_764mm,651.496380171,40.2096573373,40.1296794615,49.4990700505,179.433506984,0.34498201596,0.42539606116,-15.8177287746,0
visible_lower_764mm,452.182838637,51.5051269318,38.5356368134,49.5564243728,167.174681418,0.436794631949,97.2772975289,57.8287685361,1
visible_lower_764mm,468.696932794,40.2994098869,38.7170436508,49.4993692357,168.340258079,0.347639129252,8.68156963084,-29.2217223496,0
visible_lower_764mm,562.018771817,39.839818741,39.5590544089,49.4998715995,174.441959394,0.346303203867,1.50038708979,-21.7549485179,0
visible_lower_764mm,479.457214284,39.8101175951,38.8295544438,49.7129512276,169.086889722,0.349893084077,5.32785735277,-27.5174242613,0
visible_lower_764mm,403.953115354,37.9769636549,37.9406999871,49.5000709852,163.647159514,0.339930519735,0.18942498404,-43.6127826491,0
visible_lower_764mm,488.901872814,38.8944454045,38.9247418214,49.4991398023,169.733441827,0.342663895918,-0.159959440256,-32.1937041426,0
visible_lower_764mm,405.243534578,51.6680880872,37.9579574295,49.5007044662,163.743585781,0.423245594694,104.008446575,39.8331993014,1
visible_lower_764mm,457.784770086,45.7621482645,38.5983845771,49.4998888708,167.572699932,0.384366880724,45.4547924731,6.4025441632,0
visible_lower_764mm,407.214205801,38.0907366728,37.9841643417,49.5008586111,163.89076578,0.335232094685,0.558039925334,-47.9739496772,0
visible_lower_764mm,425.500247653,38.6743201508,38.2189764286,49.8108209373,165.244168133,0.345682024585,2.42847437487,-37.9963485595,0
visible_lower_764mm,545.64471231,40.8553664483,39.4317132525,49.4998383948,173.435148278,0.352101897839,7.82591738924,-17.4151223259,0
visible_lower_764mm,485.401056244,41.4146612575,38.8898415068,49.4996918424,169.494778321,0.355789538029,14.2151978865,-19.4155733472,0
visible_lower_764mm,399.269306635,43.4915100801,37.8774125901,49.5000765768,163.29589384,0.372401004322,33.7995223077,-11.6369021333,0
visible_lower_764mm,795.492814438,44.3793138676,40.7140836662,49.4990136556,192.515394531,0.363870128566,20.5263406349,24.653792281,0
visible_lower_764mm,559.804045408,40.5512928519,39.5422893777,49.4999642621,174.307437708,0.349919656206,5.49146777008,-18.334238838,0
visible_lower_764mm,545.026694335,39.5238056718,39.4267507024,49.5002818824,173.396544261,0.343398581048,0.51597069705,-26.1776960044,0
visible_lower_764mm,699.968312322,40.6240951214,40.3648818047,49.5001547681,188.177407483,0.344259382916,1.33631959458,-0.980464052556,0
visible_lower_764mm,755.418748079,42.6796154797,40.5837322595,49.5000400311,192.515394531,0.353816300792,11.1909859989,15.2549012126,0
visible_lower_764mm,704.925742756,40.2563740122,40.3864842513,49.5001606499,189.123635852,0.342063210841,-0.661621028633,-1.55951337074,0
visible_lower_764mm,403.244133305,43.2023327579,37.9311856699,49.5001093378,163.594001356,0.370930312901,31.4755205705,-12.6882568736,0
visible_lower_764mm,606.898388975,40.3400884397,39.8699005223,49.5001485762,177.054279752,0.347239737104,2.526413949,-17.027863643,0
visible_lower_764mm,582.348443175,41.111774417,39.7065086582,49.5000516715,175.652245676,0.352511838721,7.72966666816,-13.7915852514,0
visible_lower_764mm,489.864077053,58.3590128313,38.9342561271,49.5005127399,169.798922321,0.499261077007,180.93931411,124.4873765,1
visible_lower_764mm,576.625161687,39.7203019846,39.6661488053,49.7095188533,175.315995012,0.351195103558,0.289075672946,-17.1485510157,0
visible_lower_764mm,782.339338368,42.229876786,40.6736085411,49.4998630454,192.515394531,0.351169347682,8.23230429214,12.1532015871,0
visible_lower_764mm,726.251798681,40.4185652656,40.4746876739,49.4999842074,192.515394531,0.341513759994,-0.282125453555,3.50318550029,0
visible_lower_764mm,404.132661226,61.1924836573,37.943105749,49.4999156072,163.660591933,0.55394973324,244.147283138,170.426558947,1
visible_lower_764mm,664.952254432,40.2218085978,40.1995535691,49.5000658489,181.092087056,0.345073325742,0.117532368376,-12.7972955113,0
visible_lower_764mm,512.22711224,39.6530642383,39.1461539445,49.4993489419,171.294034523,0.346431962802,2.71768977521,-26.1776867192,0
visible_lower_764mm,558.911830521,39.6585083884,39.535495523,49.5002986582,174.25305389,0.345116668988,0.65472542259,-23.2185906117,0
visible_lower_764mm,724.068485364,40.2052592929,40.4659995414,49.500165204,192.515394531,0.340692385069,-1.30346223001,2.7243017994,0
visible_lower_764mm,514.15407712,39.5130087536,39.1636060091,49.5001759361,171.420576696,0.344209092441,1.86614793031,-28.2240790106,0
visible_lower_764mm,547.967099894,39.497264156,39.4502583516,49.4996907973,173.579673509,0.343869307861,0.249609939094,-25.4372625911,0
visible_lower_764mm,401.307838969,38.5710664655,37.9050825217,49.8714282369,163.448914325,0.348127860397,3.55829282082,-38.5741902237,0
visible_lower_764mm,700.481704953,40.6618543213,40.3671388241,49.4996927806,188.276020793,0.344417065547,1.5200647121,-0.650289221568,0
visible_lower_764mm,563.642796365,39.6241776685,39.5712585339,49.4993166886,174.540262015,0.344647959158,0.281198167298,-23.2635198949,0
visible_lower_764mm,421.146875954,40.5003397197,38.1644248622,49.5005863788,164.924015201,0.35236983447,12.9716898001,-29.3730187504,0
visible_lower_764mm,475.288808175,55.1471225414,38.7864897686,49.5002483193,168.798879154,0.466534500927,136.939601116,90.3250777232,1
visible_lower_764mm,686.524903696,40.3003433223,40.3041092207,49.5001451628,185.542679339,0.343444455209,-0.0195006401739,-6.38256690388,0
