estimator,x_mm,sigma_fit_ps,sigma_fit_err_ps,bootstrap_err_ps,mu_fit_ns,chi2_ndf,n_events,flag
TOP_THR1,600,102.97611354264762,1.3729075319042563,2.8067855393238834,0.5698833537299374,17.002582198630694,5000,ok
TOP_THR1,650,93.2370468090475,1.2209677941092332,2.9613348149755256,0.5587760758057461,18.86373240613488,5000,ok
TOP_THR1,670,93.65069127143539,1.196280160901987,2.7656007608108784,0.5585066287231432,17.189314965966698,5000,ok
TOP_THR1,690,114.94007934065483,1.9895745568016265,2.4514237533369654,0.5489213893643495,6.107870454996941,5000,ok
TOP_THR2,-690,123.2105542282677,1.6840937311546482,2.3449462914916595,0.6790707970128599,6.657608718187662,5000,ok
TOP_THR2,-670,120.82351556805173,1.5913180726000662,2.4283377214270434,0.6782450465878868,7.229867958133793,5000,ok
TOP_THR2,-650,134.18025136428255,1.8471705839881725,2.782550837762745,0.6882689104507358,7.232258522308091,5000,ok
TOP_THR2,-600,131.43710573564854,1.7684247951281624,2.486460079380247,0.7009335006896102,5.951055570307422,5000,ok
TOP_THR2,-550,128.27931597148267,1.6235932927880226,2.409016156502284,0.6897216883733779,8.623298857801334,5000,ok
TOP_THR2,-500,118.34355159322712,1.584753944469587,3.064253099040906,0.6937850287836005,9.270123088535186,5000,ok
TOP_THR2,-450,126.35045759335952,1.7432428054980145,2.6528241554326875,0.6818931466448378,5.977151826652927,5000,ok
TOP_THR2,-400,132.1013897845385,1.8235442798578139,2.354966393675105,0.7055438579505965,8.865837938434616,5000,ok
TOP_THR2,-350,129.99093019835905,1.8191797202922606,2.4742802930822294,0.6845105280261111,6.386465234169788,5000,ok
TOP_THR2,-300,130.07995292896706,1.8838293651731453,2.7407900040312545,0.6974275714310657,5.351712166469962,5000,ok
TOP_THR2,-250,127.72802156177026,1.7651465089678076,2.590204056253748,0.685102787121038,7.733449085892791,5000,ok
TOP_THR2,-200,125.52350484903587,1.7595471095245563,2.788545588998538,0.6975601165831136,6.035460472620552,5000,ok
TOP_THR2,-150,125.65207547865748,1.869457501567806,2.4259846462057215,0.6760192327190231,4.306784513346814,5000,ok
TOP_THR2,-100,137.44140949050905,1.90202203772874,2.6832460949230867,0.7051486510172612,8.232292341012739,5000,ok
TOP_THR2,-50,124.63081501738772,1.8701429539948953,2.917106398512179,0.6805281564585802,6.00068062127851,5000,ok
TOP_THR2,0,133.46049477156805,1.7123344669503215,2.8198781062795133,0.7156319776425999,9.6288602680398,5000,ok
TOP_THR2,50,125.24750958531705,1.7506175635187762,2.5830811844389134,0.6806122725118383,7.174352688879545,5000,ok
TOP_THR2,100,139.03207003626167,1.8549215935146774,2.35739861121514,0.7100133475488849,9.197880347510589,5000,ok
TOP_THR2,150,123.06650963200903,1.610079115350771,2.2398613607371547,0.6857854380230088,6.607629679319212,5000,ok
TOP_THR2,200,125.46795577722719,1.7274956264147976,2.425768552680511,0.6968397841892051,5.983810991835817,5000,ok
