cell_id,material,x_mm,face,source_type,source,nominal_d_mm,n_photons,mean_d_direct_mm,sd_d_direct_mm,mean_tprop_ns,se_tprop_cluster_ns,var_tprop_ns2,mean_path_length_mm,mean_rho_detour,mean_v_apparent_mm_per_ns,boundary_category,stratum_n,stratum_mean_tprop_ns,stratum_se_cluster_ns,stratum_var_tprop_ns2
EJ200_xp0,EJ-200,0,right,2,Cherenkov,700.0,160550,699.7330145258278,0.7187973557069679,6.536451003488421,0.010117092951794788,15.011499693948252,1240.2390563673287,1.7723986504478697,122.97237579811157,>10,159784,6.549252130502886,0.010050731663127796,15.047949890198986
EJ200_xp200,EJ-200,200,left,1,scintillation,900.0,3843659,884.6346147992092,115.92034575644344,6.363490186891124,0.0013895509570994275,7.431390425093966,1207.4283380039587,1.3806840585215006,150.83683446139975,0,58674,0.220557722071161,0.0040572348889781305,0.9638834844227016
EJ200_xp200,EJ-200,200,left,1,scintillation,900.0,3843659,884.6346147992092,115.92034575644344,6.363490186891124,0.0013895509570994275,7.431390425093966,1207.4283380039587,1.3806840585215006,150.83683446139975,1-2,24809,4.479777711603389,0.006902363075233371,1.2117334966285789
EJ200_xp200,EJ-200,200,left,1,scintillation,900.0,3843659,884.6346147992092,115.92034575644344,6.363490186891124,0.0013895509570994275,7.431390425093966,1207.4283380039587,1.3806840585215006,150.83683446139975,3-5,78042,4.726882895528771,0.002344337387166537,0.43289117662406085
EJ200_xp200,EJ-200,200,left,1,scintillation,900.0,3843659,884.6346147992092,115.92034575644344,6.363490186891124,0.0013895509570994275,7.431390425093966,1207.4283380039587,1.3806840585215006,150.83683446139975,6-10,197588,4.881232497760063,0.0011789976007922373,0.27674528468559245
EJ200_xp200,EJ-200,200,left,1,scintillation,900.0,3843659,884.6346147992092,115.92034575644344,6.363490186891124,0.0013895509570994275,7.431390425093966,1207.4283380039587,1.3806840585215006,150.83683446139975,>10,3484546,6.60104305052179,0.0014421430054414298,7.245341938739671
EJ200_xp200,EJ-200,200,right,1,scintillation,500.0,7187762,492.2271920094007,65.74982270668016,3.8165984782513713,0.0008706996732931361,5.3879439021141575,724.1631084499863,1.4871826210478778,144.8666165922068,0,114400,0.22238960959823795,0.002142035565162342,0.519698329273514
EJ200_xp200,EJ-200,200,right,1,scintillation,500.0,7187762,492.2271920094007,65.74982270668016,3.8165984782513713,0.0008706996732931361,5.3879439021141575,724.1631084499863,1.4871826210478778,144.8666165922068,1-2,91952,2.575497715766288,0.0015980280362349756,0.23424569938469197
EJ200_xp200,EJ-200,200,right,1,scintillation,500.0,7187762,492.2271920094007,65.74982270668016,3.8165984782513713,0.0008706996732931361,5.3879439021141575,724.1631084499863,1.4871826210478778,144.8666165922068,3-5,291006,2.7054469997501256,0.0006291284695238374,0.11660674015289185
EJ200_xp200,EJ-200,200,right,1,scintillation,500.0,7187762,492.2271920094007,65.74982270668016,3.8165984782513713,0.0008706996732931361,5.3879439021141575,724.1631084499863,1.4871826210478778,144.8666165922068,6-10,677127,2.864971401484846,0.0004557241505235065,0.13801484762701044
EJ200_xp200,EJ-200,200,right,1,scintillation,500.0,7187762,492.2271920094007,65.74982270668016,3.8165984782513713,0.0008706996732931361,5.3879439021141575,724.1631084499863,1.4871826210478778,144.8666165922068,>10,6013277,4.064886279835827,0.0009910100538372008,5.912947293373421
EJ200_xp200,EJ-200,200,left,2,Cherenkov,900.0,120589,899.6737921318718,0.7635056325849612,8.007394079862628,0.011691829347234093,14.763837435707174,1519.338989437768,1.6887313635815566,124.70809637020542,0,8,4.737433605058831,0.0009287436246152503,7.211606519064162e-06
EJ200_xp200,EJ-200,200,left,2,Cherenkov,900.0,120589,899.6737921318718,0.7635056325849612,8.007394079862628,0.011691829347234093,14.763837435707174,1519.338989437768,1.6887313635815566,124.70809637020542,1-2,40,4.742077718187373,0.0026019883667244173,0.0002691083702011099
EJ200_xp200,EJ-200,200,left,2,Cherenkov,900.0,120589,899.6737921318718,0.7635056325849612,8.007394079862628,0.011691829347234093,14.763837435707174,1519.338989437768,1.6887313635815566,124.70809637020542,3-5,97,4.780572202184079,0.004505952334086807,0.0019403691232575682
