x_beam_mm,channel,mean,mean_error,fano,fano_error
-550,23,316.9495,1.8557260566604041,18.944506773949794,1.4026494022130627
-550,24,341.517,1.974031954628574,19.149578823308943,1.4712047703213553
-550,25,231.6625,1.50587968258458,13.29644890195867,1.0051170991285223
-550,26,184.4095,1.109408442416613,10.69942605858158,0.73227124895139
-550,27,136.048,0.8910468709982508,8.899452369751852,0.6044062101146294
-550,28,107.0945,0.6872823961846111,7.208031876053393,0.47386690668914927
-550,29,111.495,0.7124880423742678,6.840745997578367,0.49613381221295033
-550,30,74.9455,0.41815539481217673,5.440066845240875,0.35924593976667457
-550,31,75.544,0.511665700896278,5.143996399449328,0.30238367892277523
-550,32,52.5825,0.36662391098407937,4.1474101412066755,0.2555224155260296
-550,33,55.21,0.3893327625566598,4.086178228581779,0.2958406486299532
-550,34,49.384,0.3525742922831218,3.6441062692369997,0.24332539251632332
-550,35,52.249,0.31882588879891993,3.819364944783632,0.21016803770819653
-550,36,44.341,0.22791607411963183,3.3220432331250986,0.20226307427430068
-550,37,27.689,0.2518436231599203,2.7081252121781207,0.17712695298725215
-550,38,32.757,0.2205783068973099,2.817075770064414,0.1725336135714226
-550,39,27.051,0.23454423889748355,2.4662452035044917,0.10872250307062253
-550,40,27.113,0.22677846829937418,2.575452034079593,0.12274895942043905
-550,41,23.3905,0.19749680210602313,2.3066633782946067,0.08568038176269703
