event_id,detected,matched_boundary_detection,orphan_standard_SD,orphan_fraction_of_detected
720,7377,7278,99,0.013420089467263115
721,5006,4922,84,0.016779864163004393
722,6084,5994,90,0.014792899408284023
723,4822,4748,74,0.015346329323931979
724,5571,5493,78,0.014001077005923533
725,4430,4368,62,0.01399548532731377
726,5107,5018,89,0.017427060896808302
727,6026,5947,79,0.01310985728509791
728,6221,6131,90,0.01446712747146761
729,4972,4902,70,0.01407884151246983
730,5676,5590,86,0.015151515151515152
731,5821,5727,94,0.016148428105136576
732,4434,4367,67,0.015110509697789806
733,6133,6040,93,0.015163867601500082
734,5345,5246,99,0.01852198316183349
735,5871,5785,86,0.014648271163345257
736,5030,4955,75,0.014910536779324055
737,5093,5016,77,0.01511879049676026
738,7439,7323,116,0.015593493749159833
739,4755,4693,62,0.013038906414300735
740,4653,4606,47,0.010101010101010102
741,4980,4898,82,0.01646586345381526
742,6043,5934,109,0.018037398643058082
743,4851,4758,93,0.0191713048855906
744,4699,4613,86,0.018301766333262397
745,5071,4993,78,0.01538158154210215
746,5534,5451,83,0.014998192988796531
747,6746,6666,80,0.011858879335902758
748,5134,5061,73,0.014218932606155045
749,5002,4913,89,0.017792882846861254
750,9994,9845,149,0.014908945367220332
751,4754,4698,56,0.011779554059739168
752,6436,6343,93,0.014449968924798011
753,5162,5082,80,0.015497869043006587
754,5189,5094,95,0.018307959144343803
755,5037,4948,89,0.017669247567996822
756,7908,7775,133,0.01681841173495195
757,4818,4743,75,0.015566625155666251
758,4829,4744,85,0.017601987989231724
759,5750,5656,94,0.01634782608695652
760,5441,5353,88,0.01617349751883845
761,6065,5970,95,0.015663643858202802
762,4754,4678,76,0.015986537652503154
763,6162,6060,102,0.016553067185978577
764,5147,5090,57,0.011074412278997475
765,7045,6926,119,0.01689141234918382
766,5495,5418,77,0.014012738853503185
767,4751,4680,71,0.014944222268996001
768,5795,5692,103,0.017773943054357203
769,5114,5036,78,0.015252248728979272
770,5472,5386,86,0.015716374269005847
771,5191,5112,79,0.015218647659410518
772,5055,4989,66,0.013056379821958458
773,5406,5323,83,0.015353311135775064
774,8916,8782,134,0.01502916105877075
775,7943,7820,123,0.015485332997607957
776,4089,4022,67,0.016385424309122036
777,4657,4580,77,0.016534249516856347
778,5980,5897,83,0.013879598662207358
779,4293,4233,60,0.013976240391334731
780,4850,4762,88,0.018144329896907216
781,5539,5457,82,0.014804116266474094
782,4824,4736,88,0.01824212271973466
783,4384,4337,47,0.01072080291970803
784,4899,4821,78,0.015921616656460504
785,5644,5552,92,0.01630049610205528
786,7798,7656,142,0.0182097973839446
787,5549,5466,83,0.014957650027031897
788,4364,4300,64,0.01466544454628781
789,4543,4466,77,0.01694915254237288
790,5067,4995,72,0.014209591474245116
791,4892,4810,82,0.016762060506950123
792,5556,5487,69,0.012419006479481642
793,4651,4563,88,0.01892066222317781
794,4893,4811,82,0.016758634784385856
795,5827,5741,86,0.014758881070876952
796,5883,5799,84,0.014278429372768995
797,6755,6652,103,0.015247964470762399
798,5351,5284,67,0.012521024107643431
799,5301,5244,57,0.010752688172043012
800,5529,5433,96,0.017362995116657624
801,5072,4994,78,0.015378548895899053
802,5526,5443,83,0.015019905899384726
803,5343,5249,94,0.017593112483623434
804,4709,4635,74,0.015714589084731365
805,4605,4546,59,0.012812160694896851
806,4916,4837,79,0.016069975589910496
807,6145,6052,93,0.015134255492270139
808,4515,4450,65,0.014396456256921373
809,4542,4472,70,0.015411712901805373
810,5248,5166,82,0.015625
811,7915,7781,134,0.016929879974731523
812,5483,5392,91,0.01659675360204268
813,5790,5702,88,0.015198618307426597
814,5127,5062,65,0.012677979325141408
815,5230,5146,84,0.01606118546845124
816,6481,6397,84,0.012960962814380497
817,4772,4701,71,0.014878457669740152
818,4620,4556,64,0.013852813852813853
819,4848,4776,72,0.01485148514851485
820,4886,4805,81,0.016577977896029474
821,5219,5135,84,0.016095037363479593
822,7390,7289,101,0.013667117726657645
823,4860,4771,89,0.01831275720164609
824,5235,5153,82,0.01566380133715377
825,4403,4331,72,0.016352486940722236
826,4510,4429,81,0.01796008869179601
827,4574,4501,73,0.015959772627896808
828,5831,5759,72,0.012347796261361687
829,5504,5419,85,0.015443313953488372
830,4468,4397,71,0.015890778871978515
831,5918,5831,87,0.014700912470429199
832,5139,5052,87,0.016929363689433742
833,6184,6108,76,0.012289780077619664
834,5354,5288,66,0.012327231976092642
835,5403,5345,58,0.01073477697575421
836,5687,5599,88,0.015473887814313346
837,7829,7709,120,0.01532762804955933
838,4671,4604,67,0.014343823592378506
839,5437,5354,83,0.015265771565201397
840,4571,4499,72,0.015751476700940712
841,6592,6495,97,0.014714805825242719
842,5532,5440,92,0.016630513376717282
843,4883,4808,75,0.015359410198648372
844,4958,4894,64,0.01290843081887858
845,5491,5407,84,0.01529775997086141
846,4509,4449,60,0.01330671989354624
847,5000,4912,88,0.0176
848,5271,5191,80,0.015177385695313982
849,4912,4833,79,0.016083061889250815
850,11092,10915,177,0.015957446808510637
851,4832,4771,61,0.012624172185430464
852,4961,4886,75,0.015117919774239064
853,4580,4504,76,0.016593886462882096
854,5079,5002,77,0.015160464658397323
855,6567,6474,93,0.01416171767930562
856,4589,4524,65,0.014164305949008499
857,8686,8565,121,0.013930462813723232
858,5406,5330,76,0.014058453570107288
859,8224,8109,115,0.013983463035019456
860,4521,4462,59,0.013050210130502102
861,5071,4988,83,0.01636758035890357
862,7454,7330,124,0.01663536356318755
863,5208,5143,65,0.012480798771121352
864,4527,4455,72,0.015904572564612324
865,4776,4705,71,0.014865996649916249
866,6102,5998,104,0.017043592264831202
867,4783,4717,66,0.013798871001463516
868,4652,4586,66,0.014187446259673258
869,5463,5370,93,0.017023613399231193
870,4947,4877,70,0.014149989892864362
871,7107,6986,121,0.01702546784859997
872,4437,4365,72,0.016227180527383367
873,5125,5043,82,0.016
874,5930,5829,101,0.01703204047217538
875,5035,4952,83,0.016484607745779544
876,5581,5496,85,0.015230245475721197
877,5253,5186,67,0.012754616409670664
878,5122,5053,69,0.01347130027333073
879,5405,5328,77,0.014246068455134136
880,6163,6083,80,0.012980691221807561
881,4629,4565,64,0.013825880319723483
882,4542,4465,77,0.016952884191985908
883,4973,4885,88,0.01769555600241303
884,5006,4928,78,0.01558130243707551
885,6624,6509,115,0.017361111111111112
886,4597,4529,68,0.0147922558190124
887,5071,4990,81,0.015973180832183003
888,7516,7413,103,0.013704097924427887
889,4602,4538,64,0.013906996957844416
890,4261,4185,76,0.017836188688101384
891,7304,7216,88,0.012048192771084338
892,6003,5908,95,0.01582542062302182
893,6570,6481,89,0.013546423135464232
894,4435,4368,67,0.015107102593010147
895,4639,4574,65,0.014011640439749945
896,7401,7285,116,0.015673557627347654
897,7382,7275,107,0.01449471687889461
898,5445,5353,92,0.01689623507805326
899,5390,5312,78,0.014471243042671614
900,4574,4509,65,0.014210756449497158
901,4739,4664,75,0.01582612365477949
902,4891,4821,70,0.01431200163565733
903,6696,6592,104,0.015531660692951015
904,4912,4841,71,0.014454397394136807
905,10162,9985,177,0.017417831135603228
906,4746,4670,76,0.016013485040033713
907,4428,4353,75,0.016937669376693765
908,4653,4576,77,0.016548463356973995
909,4289,4226,63,0.014688738633714152
910,5326,5230,96,0.018024784078107398
911,6738,6621,117,0.017364203027604632
912,6109,6008,101,0.016532984121787525
913,5038,4976,62,0.012306470821754664
914,5873,5776,97,0.016516260854759067
915,6390,6308,82,0.012832550860719875
916,5555,5470,85,0.0153015301530153
917,5181,5113,68,0.013124879366917584
918,5066,4981,85,0.016778523489932886
919,5165,5087,78,0.015101645692158761
920,6860,6755,105,0.015306122448979591
921,4803,4732,71,0.014782427649385801
922,4916,4844,72,0.014646053702196907
923,5586,5509,77,0.013784461152882205
924,4573,4509,64,0.013995189153728407
925,6373,6283,90,0.014122077514514357
926,6663,6564,99,0.014858171994597028
927,4694,4620,74,0.015764806135492117
928,10760,10590,170,0.015799256505576207
929,4518,4459,59,0.013058875608676405
930,11085,10897,188,0.016959855660802887
931,4753,4694,59,0.012413212707763518
932,4732,4660,72,0.015215553677092139
933,5134,5066,68,0.013245033112582781
934,6529,6427,102,0.015622606831061418
935,4947,4876,71,0.014352132605619567
936,4753,4680,73,0.015358720807910793
937,5042,4957,85,0.016858389527965093
938,5437,5352,85,0.015633621482435165
939,8244,8136,108,0.013100436681222707
940,5349,5273,76,0.014208263226771359
941,5598,5516,82,0.014648088603072526
942,5070,4995,75,0.014792899408284023
943,6415,6335,80,0.012470771628994544
944,4534,4453,81,0.017865019850022056
945,4714,4655,59,0.012515910055154858
946,4512,4456,56,0.012411347517730497
947,4671,4616,55,0.011774780560907729
948,5168,5088,80,0.015479876160990712
949,5518,5433,85,0.015404131931859369
950,5776,5681,95,0.01644736842105263
951,5041,4955,86,0.017060107121602858
952,4610,4539,71,0.015401301518438179
953,23596,23249,347,0.014705882352941176
954,4539,4454,85,0.018726591760299626
955,4890,4814,76,0.015541922290388548
956,6046,5955,91,0.015051273569302017
957,4571,4503,68,0.014876394661999562
958,7853,7721,132,0.01680886285495989
959,5472,5380,92,0.016812865497076022
960,6814,6725,89,0.013061344291165247
961,4870,4801,69,0.014168377823408624
962,6107,6011,96,0.01571966595709841
963,6218,6120,98,0.01576069475715664
964,5568,5481,87,0.015625
965,5339,5278,61,0.011425360554410938
966,4550,4494,56,0.012307692307692308
967,4431,4361,70,0.01579778830963665
968,4635,4570,65,0.014023732470334413
969,5667,5569,98,0.017293100405858478
970,4657,4584,73,0.015675327464032638
971,4756,4675,81,0.01703111858704794
972,4442,4368,74,0.016659162539396668
973,5005,4928,77,0.015384615384615385
974,5033,4961,72,0.014305583151202067
975,6250,6154,96,0.01536
976,6456,6362,94,0.014560099132589838
977,4975,4893,82,0.01648241206030151
978,6099,6022,77,0.012625020495163142
979,5092,5026,66,0.012961508248232521
980,10533,10388,145,0.013766258425899553
981,4896,4805,91,0.018586601307189542
982,5811,5735,76,0.013078643951127173
983,6121,6008,113,0.018461035778467572
984,7451,7358,93,0.01248154610119447
985,5423,5345,78,0.014383182740180711
986,6799,6706,93,0.013678482129724959
987,5439,5350,89,0.016363302077587794
988,4507,4445,62,0.013756378966052807
989,4472,4407,65,0.014534883720930232
990,4345,4272,73,0.016800920598388953
991,12020,11843,177,0.014725457570715474
992,5616,5530,86,0.015313390313390313
993,4245,4165,80,0.01884570082449941
994,4736,4680,56,0.011824324324324325
995,4154,4088,66,0.015888300433317286
996,4788,4714,74,0.015455304928989139
997,4316,4254,62,0.014365152919369786
998,6271,6163,108,0.01722213363099984
999,6133,6035,98,0.015979129300505462
1000,4807,4742,65,0.013521947160391096
1001,7175,7060,115,0.01602787456445993
1002,4668,4579,89,0.019065981148243358
1003,4785,4704,81,0.016927899686520375
1004,3982,3919,63,0.01582119537920643
1005,4841,4756,85,0.01755835571162983
1006,5807,5711,96,0.016531771999311176
1007,6691,6577,114,0.017037811986250186
1008,5064,4985,79,0.015600315955766192
1009,6767,6673,94,0.013890941332939263
1010,6630,6547,83,0.012518853695324284
1011,7075,6974,101,0.014275618374558303
1012,4744,4666,78,0.016441821247892074
1013,5246,5173,73,0.01391536408692337
1014,4674,4602,72,0.01540436456996149
1015,4680,4605,75,0.016025641025641024
1016,4638,4571,67,0.014445881845623114
1017,5700,5592,108,0.018947368421052633
1018,5557,5480,77,0.01385639733669246
1019,5540,5446,94,0.01696750902527076
1020,4562,4485,77,0.016878562034195528
1021,4580,4517,63,0.013755458515283843
1022,6063,5983,80,0.013194788058716806
1023,5628,5539,89,0.015813788201847902
1024,5338,5237,101,0.018920944173847883
1025,5234,5145,89,0.01700420328620558
1026,4740,4666,74,0.015611814345991562
1027,4877,4804,73,0.014968218166905885
1028,5438,5357,81,0.014895182052225083
1029,4682,4601,81,0.017300299017513884
1030,5177,5104,73,0.014100830596870775
1031,4637,4573,64,0.013802027172740997
1032,5495,5405,90,0.01637852593266606
1033,4558,4478,80,0.017551557700745943
1034,5360,5278,82,0.015298507462686567
1035,4773,4710,63,0.013199245757385292
1036,4847,4784,63,0.012997730554982464
1037,5223,5145,78,0.014933946008041356
1038,5470,5370,100,0.018281535648994516
1039,4374,4296,78,0.01783264746227709
1040,5285,5225,60,0.011352885525070956
1041,4137,4055,82,0.01982112642011119
1042,5327,5237,90,0.016895062887178524
1043,5275,5195,80,0.015165876777251185
1044,5308,5230,78,0.0146948003014318
1045,4911,4819,92,0.01873345550804317
1046,4774,4701,73,0.015291160452450775
1047,5390,5319,71,0.013172541743970315
1048,5497,5425,72,0.013098053483718392
1049,6583,6476,107,0.016253987543673097
1050,6899,6784,115,0.01666908247572112
1051,5326,5254,72,0.013518588058580548
1052,5099,5007,92,0.01804275348107472
1053,4841,4762,79,0.016318942367279488
1054,6846,6753,93,0.013584574934268186
1055,9724,9554,170,0.017482517482517484
1056,5041,4949,92,0.018250347153342592
1057,5110,5036,74,0.014481409001956947
1058,4678,4606,72,0.015391192817443352
1059,5033,4971,62,0.012318696602424002
1060,4564,4497,67,0.014680105170902716
1061,4722,4649,73,0.015459551037695892
1062,4646,4587,59,0.012699095996556177
1063,5015,4945,70,0.013958125623130608
1064,5112,5030,82,0.016040688575899843
1065,4179,4110,69,0.016511127063890883
1066,4939,4860,79,0.01599514071674428
1067,5408,5331,77,0.014238165680473373
1068,7229,7118,111,0.015354820860423295
1069,4398,4328,70,0.015916325602546612
1070,4937,4858,79,0.016001620417257445
1071,5376,5299,77,0.014322916666666666
1072,5526,5456,70,0.012667390517553384
1073,4877,4802,75,0.015378306335862211
1074,4602,4524,78,0.01694915254237288
1075,4923,4841,82,0.01665651025797278
1076,5859,5761,98,0.016726403823178016
1077,4595,4532,63,0.013710554951033732
1078,4590,4520,70,0.015250544662309368
1079,4817,4753,64,0.013286277766244551
1080,4659,4579,80,0.017171066752522002
1081,5356,5276,80,0.014936519790888723
1082,4709,4633,76,0.016139307708643025
1083,7351,7231,120,0.016324309617739084
1084,5195,5121,74,0.01424446583253128
1085,4224,4159,65,0.015388257575757576
1086,4512,4444,68,0.015070921985815602
1087,4342,4280,62,0.01427913403961308
1088,5685,5609,76,0.013368513632365875
1089,5494,5410,84,0.015289406625409537
1090,4811,4742,69,0.01434213261276242
1091,4758,4701,57,0.01197982345523329
1092,6329,6212,117,0.018486332753989573
1093,9122,8999,123,0.013483885112913836
1094,4710,4632,78,0.016560509554140127
1095,6369,6277,92,0.01444496781284346
1096,5092,5006,86,0.016889238020424194
1097,5539,5464,75,0.013540350243726304
1098,4398,4326,72,0.01637107776261937
1099,7657,7540,117,0.015280135823429542
1100,5491,5411,80,0.0145692952103442
1101,5182,5106,76,0.01466615206483983
1102,4703,4625,78,0.016585158409525836
1103,4464,4401,63,0.014112903225806451
1104,4975,4906,69,0.013869346733668343
1105,11212,11050,162,0.014448804851944346
1106,4463,4400,63,0.014116065426842931
1107,4715,4651,64,0.013573700954400848
1108,9518,9374,144,0.015129228829586047
1109,4458,4378,80,0.01794526693584567
1110,5199,5107,92,0.01769571071359877
1111,5243,5160,83,0.01583063131794774
1112,5064,4997,67,0.013230647709320696
1113,4335,4268,67,0.015455594002306805
1114,4847,4766,81,0.016711367856406024
1115,4860,4781,79,0.01625514403292181
1116,4699,4646,53,0.011278995530964035
1117,4764,4698,66,0.013853904282115869
1118,4708,4650,58,0.01231945624468989
1119,4875,4800,75,0.015384615384615385
1120,4584,4519,65,0.014179755671902269
1121,5173,5105,68,0.013145176879953605
1122,4821,4735,86,0.017838622692387472
1123,5099,5022,77,0.015101000196116886
1124,6466,6359,107,0.01654809774203526
1125,5023,4930,93,0.018514831773840335
1126,5007,4929,78,0.015578190533253445
1127,11618,11441,177,0.01523498020313307
1128,5788,5693,95,0.016413268832066345
1129,4218,4158,60,0.01422475106685633
1130,4871,4801,70,0.014370765756518168
1131,4820,4748,72,0.014937759336099586
1132,5843,5753,90,0.015403046380284101
1133,5437,5350,87,0.016001471399668937
1134,4772,4698,74,0.01550712489522213
1135,5991,5903,88,0.014688699716241028
1136,5085,5009,76,0.014945919370698132
1137,7534,7416,118,0.015662330767188745
1138,4335,4273,62,0.014302191464821222
1139,5026,4953,73,0.014524472741742936
1140,6592,6479,113,0.017141990291262135
1141,4882,4828,54,0.01106104055714871
1142,4893,4819,74,0.015123646024933579
1143,6160,6062,98,0.015909090909090907
1144,4354,4287,67,0.015388148828663299
1145,6859,6767,92,0.013413033969966468
1146,4717,4644,73,0.015475938096247616
1147,5666,5570,96,0.01694316978468055
1148,6330,6232,98,0.015481832543443918
1149,4766,4687,79,0.0165757448594209
1150,5560,5474,86,0.015467625899280576
1151,4248,4173,75,0.01765536723163842
1152,4873,4792,81,0.01662220398112046
1153,5195,5100,95,0.01828681424446583
1154,5419,5325,94,0.01734637386971766
1155,4554,4472,82,0.018006148440931048
1156,5443,5369,74,0.013595443689142016
1157,4654,4575,79,0.016974645466265578
1158,6028,5943,85,0.014100862641008627
1159,4836,4761,75,0.015508684863523574
1160,4989,4920,69,0.013830426939266387
1161,4796,4730,66,0.013761467889908258
1162,4487,4413,74,0.01649208825495877
1163,4392,4339,53,0.012067395264116576
1164,4498,4436,62,0.013783903957314362
1165,5807,5713,94,0.01618736008265886
1166,5004,4916,88,0.017585931254996003
1167,4864,4778,86,0.01768092105263158
1168,4733,4660,73,0.015423621381787449
1169,5146,5070,76,0.014768752429071124
1170,5098,5021,77,0.015103962338171833
1171,5177,5094,83,0.0160324512265791
1172,6617,6515,102,0.015414840562188304
1173,5937,5841,96,0.01616978271854472
1174,5423,5333,90,0.016595980084823898
1175,6809,6698,111,0.01630195329710677
1176,6314,6221,93,0.014729173265758632
1177,4728,4656,72,0.015228426395939087
1178,5890,5796,94,0.01595925297113752
1179,4830,4757,73,0.015113871635610766
1180,4671,4600,71,0.01520017126953543
1181,6231,6122,109,0.017493179264965495
1182,5718,5626,92,0.01608954179783141
1183,8062,7932,130,0.01612503100967502
1184,4572,4514,58,0.01268591426071741
1185,5079,5001,78,0.01535735380980508
1186,5584,5499,85,0.015222063037249284
1187,4578,4505,73,0.015945827872433378
1188,5718,5641,77,0.013466246939489331
1189,5424,5335,89,0.016408554572271385
1190,4535,4453,82,0.018081587651598677
1191,7362,7246,116,0.015756587883727247
1192,5432,5343,89,0.01638438880706922
1193,5311,5213,98,0.018452268875917905
1194,5621,5518,103,0.018324141611812846
1195,5108,5028,80,0.015661707126076743
1196,4865,4791,74,0.015210688591983556
1197,5151,5082,69,0.013395457192778102
1198,5588,5500,88,0.015748031496062992
1199,6416,6319,97,0.015118453865336659
1200,5506,5416,90,0.01634580457682528
1201,4480,4411,69,0.015401785714285715
1202,13429,13197,232,0.01727604438156229
1203,7453,7333,120,0.016100898966858984
1204,4912,4834,78,0.015879478827361564
1205,5875,5788,87,0.014808510638297872
1206,4473,4413,60,0.01341381623071764
1207,4785,4717,68,0.014211076280041797
1208,4352,4276,76,0.017463235294117647
1209,4841,4768,73,0.015079529022929148
1210,6167,6077,90,0.014593805740230259
1211,4822,4745,77,0.01596847781003733
1212,4235,4184,51,0.012042502951593861
1213,4829,4751,78,0.016152412507765584
1214,5502,5409,93,0.016902944383860415
1215,4962,4881,81,0.016324062877871828
1216,5379,5294,85,0.015802193716304147
1217,12107,11927,180,0.014867432064095151
1218,10673,10509,164,0.0153658765108217
1219,4627,4551,76,0.016425329587205533
1220,4428,4353,75,0.016937669376693765
1221,4484,4418,66,0.014719000892060661
1222,7999,7887,112,0.014001750218777347
1223,5169,5091,78,0.015089959373186303
1224,4785,4709,76,0.015882967607105537
1225,4646,4563,83,0.017864829961256996
1226,4892,4829,63,0.012878168438266557
1227,4642,4576,66,0.014218009478672985
1228,4381,4307,74,0.016891120748687514
1229,6038,5953,85,0.014077509108976483
1230,5456,5380,76,0.013929618768328446
1231,5146,5062,84,0.016323357947920714
1232,4437,4361,76,0.01712869055668244
1233,5371,5301,70,0.013032954757028486
1234,7637,7522,115,0.01505826895377766
1235,5150,5073,77,0.014951456310679612
1236,4402,4337,65,0.014766015447523853
1237,6367,6258,109,0.01711952253808701
1238,4789,4713,76,0.015869701399039465
1239,5124,5042,82,0.01600312256049961
1240,4619,4541,78,0.016886772028577614
1241,4278,4207,71,0.01659654043945769
1242,4565,4500,65,0.014238773274917854
1243,4783,4719,64,0.01338072339535856
1244,4902,4829,73,0.014891880864953081
1245,4795,4719,76,0.015849843587069864
1246,5660,5583,77,0.013604240282685512
1247,4589,4516,73,0.015907605142732623
1248,4781,4697,84,0.017569546120058566
1249,4608,4545,63,0.013671875
1250,4483,4413,70,0.015614543832255186
1251,4980,4911,69,0.013855421686746987
1252,5313,5252,61,0.011481272350837568
1253,7337,7231,106,0.01444732179364863
1254,5357,5270,87,0.01624043307821542
1255,4896,4822,74,0.01511437908496732
1256,4658,4590,68,0.014598540145985401
1257,4499,4424,75,0.016670371193598578
1258,6574,6468,106,0.016124125342257378
1259,4815,4739,76,0.015784008307372793
1260,5461,5372,89,0.016297381431972166
1261,7999,7875,124,0.015501937742217777
1262,13871,13653,218,0.01571624252036623
1263,6416,6329,87,0.013559850374064838
1264,8473,8343,130,0.015342853770801369
1265,4345,4272,73,0.016800920598388953
1266,4626,4560,66,0.014267185473411154
1267,5367,5290,77,0.014346934972983045
1268,4586,4518,68,0.014827736589620584
1269,4764,4688,76,0.01595298068849706
1270,4262,4183,79,0.018535898639136555
1271,7743,7647,96,0.01239829523440527
1272,4786,4713,73,0.015252820727120768
1273,8746,8633,113,0.012920192087811571
1274,5035,4968,67,0.013306852035749751
1275,4685,4604,81,0.01728922091782284
1276,7595,7486,109,0.01435154707044108
1277,5754,5655,99,0.017205422314911366
1278,4407,4345,62,0.014068527342863625
1279,4740,4669,71,0.014978902953586498
1280,4421,4357,64,0.014476362813843022
1281,4838,4774,64,0.01322860686233981
1282,4917,4852,65,0.013219442749644091
1283,4810,4732,78,0.016216216216216217
1284,4916,4861,55,0.011187957689178194
1285,5907,5800,107,0.018114101912984595
1286,4817,4729,88,0.018268631928586257
1287,4681,4600,81,0.01730399487289041
1288,5384,5302,82,0.015230312035661218
1289,4709,4633,76,0.016139307708643025
1290,4770,4694,76,0.015932914046121592
1291,5188,5109,79,0.015227447956823438
1292,4564,4497,67,0.014680105170902716
1293,6465,6369,96,0.014849187935034803
1294,4903,4833,70,0.014276973281664287
1295,5289,5213,76,0.014369446020041596
1296,4609,4556,53,0.011499240616185723
1297,5460,5371,89,0.0163003663003663
1298,4580,4523,57,0.012445414847161572
1299,6141,6038,103,0.016772512620094448
1300,4443,4369,74,0.016655413009227998
1301,13484,13285,199,0.014758231978641352
1302,7305,7180,125,0.017111567419575632
1303,5855,5770,85,0.014517506404782237
1304,4761,4690,71,0.014912833438353286
1305,4109,4050,59,0.014358724750547579
1306,4889,4810,79,0.01615872366537124
1307,7277,7156,121,0.01662773120791535
1308,5412,5336,76,0.014042867701404288
1309,4519,4464,55,0.012170834255366232
1310,6883,6781,102,0.014819119569954962
1311,4628,4561,67,0.014477095937770095
1312,5048,4971,77,0.015253565768621236
1313,5748,5671,77,0.013395963813500347
1314,7369,7269,100,0.013570362328674175
1315,5283,5192,91,0.01722506151807685
1316,4743,4654,89,0.01876449504532996
1317,4903,4820,83,0.016928411176830513
1318,5632,5541,91,0.016157670454545456
1319,5397,5309,88,0.016305354826755606
1320,5607,5504,103,0.018369894774389155
1321,4706,4640,66,0.014024649383765405
1322,4853,4773,80,0.016484648670925202
1323,6471,6363,108,0.016689847009735744
1324,4392,4323,69,0.015710382513661202
1325,5090,4993,97,0.01905697445972495
1326,6422,6326,96,0.01494861413889754
1327,5175,5089,86,0.016618357487922706
1328,4449,4374,75,0.016857720836142953
1329,5011,4931,80,0.015964877270005985
1330,5482,5400,82,0.014958044509303174
1331,4184,4119,65,0.015535372848948376
1332,5210,5134,76,0.014587332053742802
1333,5405,5312,93,0.017206290471785384
1334,4865,4792,73,0.01500513874614594
1335,7553,7437,116,0.01535813584006355
1336,5090,4997,93,0.018271119842829076
1337,9924,9772,152,0.015316404675534058
1338,10425,10265,160,0.015347721822541967
1339,5149,5070,79,0.015342785006797437
1340,5516,5454,62,0.011240029006526469
1341,4828,4754,74,0.015327257663628831
1342,4602,4520,82,0.017818339852238158
1343,5449,5368,81,0.014865112864745825
1344,4736,4644,92,0.019425675675675675
1345,4440,4380,60,0.013513513513513514
1346,5115,5043,72,0.01407624633431085
1347,23236,22859,377,0.016224823549664313
1348,4713,4629,84,0.01782304264799491
1349,5383,5303,80,0.01486160133754412
1350,7116,6996,120,0.016863406408094434
1351,5845,5743,102,0.0174508126603935
1352,5241,5151,90,0.017172295363480253
1353,4331,4266,65,0.01500808127453244
1354,4979,4889,90,0.018075918859208676
1355,5021,4937,84,0.016729735112527386
1356,4776,4713,63,0.013190954773869347
1357,4716,4640,76,0.016115351993214587
1358,4939,4862,77,0.015590200445434299
1359,4979,4897,82,0.016469170516167905
1360,5252,5181,71,0.01351865955826352
1361,6858,6751,107,0.015602216389617965
1362,5962,5876,86,0.01442468970144247
1363,4887,4795,92,0.01882545528954369
1364,5150,5080,70,0.013592233009708738
1365,10737,10583,154,0.014342926329514762
1366,5132,5045,87,0.016952455183164458
1367,6791,6677,114,0.016786923869827712
1368,5514,5434,80,0.014508523757707652
1369,4178,4113,65,0.015557683101962662
1370,5038,4967,71,0.01409289400555776
1371,5082,5004,78,0.015348288075560802
1372,5295,5208,87,0.01643059490084986
1373,5281,5205,76,0.014391213785267941
1374,6537,6419,118,0.0180510937739024
1375,4792,4713,79,0.016485809682804674
1376,4779,4696,83,0.017367650136011718
1377,5285,5207,78,0.014758751182592242
1378,4332,4261,71,0.01638965835641736
1379,5841,5735,106,0.01814757746961137
1380,5593,5486,107,0.019131056677990345
1381,4866,4782,84,0.01726263871763255
1382,4757,4677,80,0.01681732184149674
1383,5564,5478,86,0.015456506110711718
1384,5088,4993,95,0.01867138364779874
1385,7138,7044,94,0.01316895488932474
1386,5834,5733,101,0.01731230716489544
1387,5085,4999,86,0.016912487708947887
1388,6175,6069,106,0.017165991902834007
1389,4457,4392,65,0.014583800762844963
1390,4325,4261,64,0.014797687861271676
1391,4782,4714,68,0.014219991635299039
1392,9423,9293,130,0.013796030988008065
1393,5011,4953,58,0.01157453602075434
1394,5570,5499,71,0.01274685816876122
1395,6878,6787,91,0.013230590287874383
1396,5204,5122,82,0.015757109915449655
1397,6096,6011,85,0.013943569553805775
1398,4908,4830,78,0.01589242053789731
1399,4848,4787,61,0.012582508250825082
1400,5098,5027,71,0.013927030207924676
1401,4703,4639,64,0.013608335105251966
1402,5216,5151,65,0.01246165644171779
1403,5024,4953,71,0.014132165605095542
1404,4645,4572,73,0.01571582346609257
1405,4519,4462,57,0.012613410046470458
1406,5584,5499,85,0.015222063037249284
1407,4801,4738,63,0.013122266194542804
1408,5173,5097,76,0.014691668277595205
1409,4381,4315,66,0.015065053640721297
1410,5711,5620,91,0.015934162143232358
1411,6496,6391,105,0.016163793103448277
1412,6156,6054,102,0.016569200779727095
1413,5058,4965,93,0.018386714116251483
1414,6809,6706,103,0.015127037744162138
1415,6124,6023,101,0.016492488569562376
1416,4564,4504,60,0.013146362839614373
1417,4348,4291,57,0.01310947562097516
1418,4934,4872,62,0.01256586947709769
1419,4670,4600,70,0.014989293361884369
1420,6114,6017,97,0.015865227347072294
1421,5157,5082,75,0.014543339150668994
1422,5102,5016,86,0.01685613484907879
1423,5520,5424,96,0.017391304347826087
1424,4766,4690,76,0.01594628619387327
1425,5163,5081,82,0.01588223900832849
1426,5026,4957,69,0.013728611221647433
1427,5281,5211,70,0.013255065328536262
1428,4661,4587,74,0.015876421368804978
1429,6180,6098,82,0.013268608414239482
1430,4666,4588,78,0.016716673810544362
1431,7031,6925,106,0.0150760915943678
1432,5313,5234,79,0.01486918878223226
