event_id,produced_scint,edep_total_MeV,edep_optical_MeV,edep_nonoptical_MeV,photon_equivalent_energy_MeV,equivalent_minus_nonoptical_MeV
266,17503,1.6745872696918143,0.02686569409639917,1.647721575595415,1.6829807692307692,0.035259193635354125
267,22076,2.1197677796270247,0.03337285380998124,2.0863949258170433,2.122692307692308,0.036297381875264545
268,23188,2.253555489332399,0.035323532577799036,2.2182319567546,2.2296153846153848,0.011383427860784945
269,19160,1.8409564814127837,0.029033717554481007,1.8119227638583026,1.8423076923076922,0.03038492844938956
270,24301,2.3305279232780682,0.036742396856019995,2.2937855264220484,2.3366346153846154,0.042849088962567006
271,26248,2.53214376935057,0.03990025129706564,2.4922435180535043,2.523846153846154,0.03160263579264955
272,35752,3.4599799369702606,0.05392130415470404,3.4060586328155567,3.437692307692308,0.03163367487675117
273,15954,1.5282010157858679,0.02456759312077165,1.5036334226650963,1.5340384615384615,0.03040503887336521
274,19789,1.8981756683089348,0.030023971506225593,1.8681516968027092,1.9027884615384616,0.03463676473575239
275,16899,1.6361328407017035,0.025891562376790803,1.6102412783249127,1.624903846153846,0.014662567828933382
276,16045,1.5495747252908996,0.02454560620550049,1.525029119085399,1.5427884615384615,0.017759342453062432
277,16533,1.5929970853559745,0.025098211549299133,1.5678988738066755,1.5897115384615386,0.02181266465486309
278,17533,1.6927710314749689,0.027041657405239786,1.665729374069729,1.6858653846153846,0.020136010545655614
279,18325,1.7552765061467286,0.028020897255623626,1.7272556088911049,1.7620192307692308,0.03476362187812598
