event_id,produced_scint,produced_optical,detected_left,detected_right,detected_top,edep_total_MeV,edep_nonionizing_MeV,edep_ionizing_MeV,edep_optical_MeV,gun_x_mm
1058,16585,17582,346,300,4032,1.590007278428328,0.0,1.590007278428328,0.02518047834097147,0.0
1059,18152,19183,352,377,4304,1.7404547420326677,0.0,1.7404547420326677,0.027850213817383857,0.0
1060,16168,17137,320,312,3932,1.5547602497885364,0.0,1.5547602497885364,0.02476621987315453,0.0
1061,17025,18030,340,349,4033,1.6294148271252764,0.0,1.6294148271252764,0.025952917571465752,0.0
1062,16948,18001,332,344,3970,1.6416245874352606,0.0,1.6416245874352606,0.025522553315381058,0.0
1063,17846,18834,347,370,4298,1.7301691001583726,0.0,1.7301691001583726,0.02752465769646612,0.0
1064,18403,19455,381,350,4381,1.7723135919978774,0.0,1.7723135919978774,0.028128415014026083,0.0
1065,15126,16149,290,300,3589,1.4616979271326218,0.0,1.4616979271326218,0.02300691158885121,0.0
1066,17594,18682,366,330,4243,1.6649912003849783,0.0,1.6649912003849783,0.026902848744131933,0.0
1067,19414,20398,403,384,4621,1.8522728016527379,0.0,1.8522728016527379,0.029632856814248976,0.0
1068,26243,27391,492,481,6256,2.5367300828391848,0.0,2.5367300828391848,0.039566959297759,0.0
1069,16039,17066,270,326,3802,1.5462354379945527,0.0,1.5462354379945527,0.024529051953821226,0.0
1070,17604,18625,376,361,4200,1.7037141094629356,0.0,1.7037141094629356,0.027086312941809212,0.0
1071,18997,19983,432,398,4546,1.8309872202508979,0.0,1.8309872202508979,0.029142983683269293,0.0
1072,19945,20983,382,364,4780,1.9292917707937518,0.0,1.9292917707937518,0.03031350222734874,0.0
1073,17650,18644,319,380,4178,1.6947837469820588,0.0,1.6947837469820588,0.026886017765900886,0.0
1074,16685,17747,322,328,3952,1.5996770255893262,0.0,1.5996770255893262,0.025114059315085372,0.0
1075,17733,18741,363,367,4193,1.680092292755884,0.0,1.680092292755884,0.02680167353110553,0.0
1076,21194,22247,413,419,5027,2.021869503587016,0.0,2.021869503587016,0.03203660179033445,0.0
1077,16448,17502,306,317,3972,1.6001327895220583,0.0,1.6001327895220583,0.025259803469570314,0.0
1078,16521,17538,365,318,3907,1.575460559948888,0.0,1.575460559948888,0.025086307183329798,0.0
1079,17146,18188,343,378,4096,1.6531391505999495,0.0,1.6531391505999495,0.02590453413544966,0.0
1080,16509,17577,321,333,4005,1.589534678839544,0.0,1.589534678839544,0.02548556696156618,0.0
1081,19549,20595,391,385,4580,1.879289764360299,0.0,1.879289764360299,0.029467886346605188,0.0
1082,16777,17850,328,340,4041,1.5995402081773356,0.0,1.5995402081773356,0.0255905342318694,0.0
1083,25925,27010,486,514,6351,2.495108031457645,0.0,2.495108031457645,0.03954158494859837,0.0
1084,18831,19893,385,348,4462,1.8303422091057076,0.0,1.8303422091057076,0.0285990808241467,0.0
1085,15256,16252,307,320,3597,1.4795919062808378,0.0,1.4795919062808378,0.023445909886781156,0.0
1086,16526,17539,330,336,3846,1.613716918601816,0.0,1.613716918601816,0.02487703451476847,0.0
1087,15589,16641,315,305,3722,1.5150251205932739,0.0,1.5150251205932739,0.02398224818454051,0.0
1088,20584,21657,396,417,4872,1.9748033306875805,0.0,1.9748033306875805,0.03149911743058472,0.0
1089,20012,21035,412,359,4723,1.917704801125377,0.0,1.917704801125377,0.030392755440547793,0.0
1090,17554,18591,347,368,4096,1.6701267440098593,0.0,1.6701267440098593,0.026767128749441035,0.0
1091,17123,18160,358,344,4056,1.6562371783224148,0.0,1.6562371783224148,0.026089844484093672,0.0
1092,23072,24136,439,467,5423,2.2159792607592292,0.0,2.2159792607592292,0.03446491032451759,0.0
1093,33020,34467,656,658,7808,3.163802264735459,0.0,3.163802264735459,0.05023381024360527,0.0
1094,16792,17774,291,349,4070,1.6154218004137086,0.0,1.6154218004137086,0.025687459579608687,0.0
1095,23362,24549,485,469,5415,2.258774429664924,0.0,2.258774429664924,0.03556146804306261,0.0
1096,18284,19270,378,360,4354,1.75363883067651,0.0,1.75363883067651,0.02782183495857778,0.0
1097,20169,21102,416,389,4734,1.9451047983232042,0.0,1.9451047983232042,0.030292230335816798,0.0
1098,15737,16758,319,334,3745,1.5134770802011597,0.0,1.5134770802011597,0.02403508160350265,0.0
1099,27724,28900,556,532,6569,2.6718284328797086,0.0,2.6718284328797086,0.04141239040572794,0.0
1100,20041,21142,365,399,4727,1.9311781821125118,0.0,1.9311781821125118,0.030641896614190735,0.0
1101,18661,19640,411,374,4397,1.8034455116566925,0.0,1.8034455116566925,0.028039593033613266,0.0
1102,16869,17942,342,376,3985,1.605955632906148,0.0,1.605955632906148,0.025858135020901167,0.0
1103,15771,16768,312,319,3833,1.5202606051142784,0.0,1.5202606051142784,0.024249991092118194,0.0
1104,17601,18601,353,346,4276,1.6882188034092511,0.0,1.6882188034092511,0.027212108797704384,0.0
1105,40108,42067,817,843,9552,3.8843121236151457,0.0,3.8843121236151457,0.06069425039345737,0.0
1106,15909,17004,305,304,3854,1.5289346998097464,0.0,1.5289346998097464,0.02446405250583181,0.0
1107,16654,17684,320,344,4051,1.5814868838037093,0.0,1.5814868838037093,0.02573691298347734,0.0
1108,34008,35822,679,706,8133,3.2818093214078847,0.0,3.2818093214078847,0.051794879655481366,0.0
1109,16027,17038,355,280,3823,1.5211216245236683,0.0,1.5211216245236683,0.024316836245803358,0.0
1110,18730,19806,387,396,4416,1.7901511263258654,0.0,1.7901511263258654,0.028690799735488926,0.0
1111,19245,20247,369,371,4503,1.8713709141090846,0.0,1.8713709141090846,0.02901637424774042,0.0
1112,18575,19602,344,349,4371,1.8014962626897397,0.0,1.8014962626897397,0.027920955756374124,0.0
1113,15452,16477,309,314,3712,1.4934316864191164,0.0,1.4934316864191164,0.023641916301206482,0.0
1114,17324,18341,360,351,4136,1.672564136661317,0.0,1.672564136661317,0.02643404117314729,0.0
1115,17697,18736,318,358,4184,1.7002663380893706,0.0,1.7002663380893706,0.02666157429526984,0.0
1116,16957,18030,330,351,4018,1.6122737657467914,0.0,1.6122737657467914,0.025896086417698826,0.0
1117,17136,18186,372,339,4053,1.6623083100347296,0.0,1.6623083100347296,0.026416177200629422,0.0
1118,16695,17671,310,316,4082,1.6170010312766203,0.0,1.6170010312766203,0.02565712646409522,0.0
1119,17425,18455,339,361,4175,1.6720055115964143,0.0,1.6720055115964143,0.02654463301968463,0.0
1120,16399,17407,359,318,3907,1.5827831764441984,0.0,1.5827831764441984,0.025149827426846252,0.0
1121,18466,19530,366,378,4429,1.767826958308648,0.0,1.767826958308648,0.028167689732557982,0.0
1122,17432,18408,350,366,4105,1.6650997253559776,0.0,1.6650997253559776,0.026356032856800864,0.0
1123,18735,19785,388,362,4349,1.7899518086050443,0.0,1.7899518086050443,0.028390374744549977,0.0
1124,23280,24440,494,459,5513,2.210318562932871,0.0,2.210318562932871,0.035024177021390906,0.0
1125,18208,19195,375,388,4260,1.726862554342835,0.0,1.726862554342835,0.02740961564618837,0.0
1126,17876,18847,357,368,4282,1.7132296246409,0.0,1.7132296246409,0.02738099965867044,0.0
1127,42434,44641,798,910,9910,4.107914486619861,0.0,4.107914486619861,0.06410475550681319,0.0
1128,20563,21578,437,424,4927,1.9753641220328892,0.0,1.9753641220328892,0.0310987184922999,0.0
1129,15267,16297,313,283,3622,1.4638739896709383,0.0,1.4638739896709383,0.0233902163258959,0.0
1130,17092,18097,374,348,4149,1.6442595262370616,0.0,1.6442595262370616,0.02630672825113226,0.0
1131,16805,17853,339,370,4111,1.6225994545275513,0.0,1.6225994545275513,0.025990369962734423,0.0
1132,20940,21936,396,431,5016,1.9973403650852422,0.0,1.9973403650852422,0.03196234906982872,0.0
1133,19749,20869,425,362,4650,1.8828658929356747,0.0,1.8828658929356747,0.03023339600432894,0.0
1134,17269,18285,333,346,4093,1.6659872286427886,0.0,1.6659872286427886,0.026333733039283647,0.0
1135,22190,23243,440,469,5082,2.1402795321251302,0.0,2.1402795321251302,0.03344820450268737,0.0
1136,18006,19060,370,345,4370,1.709947655470174,0.0,1.709947655470174,0.02771708294759836,0.0
1137,27667,28809,540,562,6432,2.6726916081431957,0.0,2.6726916081431957,0.04143665032138946,0.0
1138,15523,16505,285,342,3708,1.4786716591442723,0.0,1.4786716591442723,0.023662282366771082,0.0
1139,17806,18755,376,338,4312,1.714540064350103,0.0,1.714540064350103,0.027404816293138,0.0
1140,24248,25490,491,517,5584,2.332767032240562,0.0,2.332767032240562,0.03669847561146782,0.0
1141,17590,18622,362,350,4170,1.696717988562301,0.0,1.696717988562301,0.026532939115789318,0.0
1142,17630,18656,338,367,4188,1.689536217894804,0.0,1.689536217894804,0.027012581147662997,0.0
1143,22626,23633,402,442,5316,2.1597156037507785,0.0,2.1597156037507785,0.03388793998189358,0.0
1144,15612,16631,326,330,3698,1.5012323822946732,0.0,1.5012323822946732,0.023870191740703674,0.0
1145,24804,26249,515,468,5876,2.3887831416640646,0.0,2.3887831416640646,0.03754302092719946,0.0
1146,17086,18093,382,321,4014,1.6610564635169138,0.0,1.6610564635169138,0.025933687486858953,0.0
1147,20464,21490,405,398,4863,1.9742274787270204,0.0,1.9742274787270204,0.03085764613764826,0.0
1148,22407,23570,465,455,5410,2.1633020547067563,0.0,2.1633020547067563,0.03435218799305448,0.0
1149,16867,17894,331,395,4040,1.6533766796033542,0.0,1.6533766796033542,0.026219950687998053,0.0
1150,20595,21652,379,392,4789,1.9610168370017755,0.0,1.9610168370017755,0.030962719693409163,0.0
1151,15313,16325,308,323,3617,1.5110592496521187,0.0,1.5110592496521187,0.023547329968659134,0.0
1152,17236,18322,381,357,4135,1.6568062335777163,0.0,1.6568062335777163,0.02617674238302508,0.0
1153,18835,19849,370,378,4447,1.8028438972270653,0.0,1.8028438972270653,0.0287020784521278,0.0
1154,19351,20419,428,356,4635,1.8738706309029713,0.0,1.8738706309029713,0.029484354645680052,0.0
1155,16024,17034,321,303,3930,1.5440643527688798,0.0,1.5440643527688798,0.024608721771058866,0.0
1156,20074,21115,355,366,4722,1.9215247339757344,0.0,1.9215247339757344,0.029960367051003273,0.0
1157,16664,17659,328,347,3979,1.610035730961805,0.0,1.610035730961805,0.02552140755964543,0.0
1158,21765,22741,437,430,5161,2.0816328033733176,0.0,2.0816328033733176,0.03322669242994964,0.0
1159,17342,18353,351,307,4178,1.6653607458010005,0.0,1.6653607458010005,0.02636386817666639,0.0
1160,18163,19138,339,365,4285,1.760289471744738,0.0,1.760289471744738,0.027570093697335134,0.0
1161,17465,18499,354,340,4102,1.678858396802904,0.0,1.678858396802904,0.026754593997592085,0.0
1162,16605,17569,304,303,3880,1.608397811084881,0.0,1.608397811084881,0.02517115686902682,0.0
1163,15518,16536,309,296,3787,1.4873046962121004,0.0,1.4873046962121004,0.023785166985295265,0.0
1164,16362,17417,333,347,3818,1.5772973564948145,0.0,1.5772973564948145,0.024983712064639778,0.0
1165,20675,21710,399,409,4999,1.9917877355911582,0.0,1.9917877355911582,0.03132401185353069,0.0
1166,18052,19133,335,348,4321,1.7428369837531823,0.0,1.7428369837531823,0.027405380226587575,0.0
1167,17175,18161,342,337,4185,1.6442139429576068,0.0,1.6442139429576068,0.026188439213336606,0.0
1168,17035,18096,332,353,4048,1.6451452570170289,0.0,1.6451452570170289,0.02619364385079101,0.0
1169,18410,19447,383,370,4393,1.7879004715336098,0.0,1.7879004715336098,0.02796248007878673,0.0
1170,18367,19403,368,369,4361,1.7644053139811127,0.0,1.7644053139811127,0.027771997829873774,0.0
1171,18874,19935,408,368,4401,1.8078932332663806,0.0,1.8078932332663806,0.02866141723311259,0.0
1172,23680,24755,466,498,5653,2.2972935990597683,0.0,2.2972935990597683,0.036002102188919964,0.0
1173,21428,22412,408,406,5123,2.0630611330380044,0.0,2.0630611330380044,0.03245261807284037,0.0
1174,19678,20665,396,416,4611,1.8862306830599678,0.0,1.8862306830599678,0.029632285857270357,0.0
1175,25031,26113,501,521,5787,2.3862245885118503,0.0,2.3862245885118503,0.03768665693266288,0.0
1176,23187,24339,475,457,5382,2.2289473158297546,0.0,2.2289473158297546,0.0352640521905114,0.0
1177,17001,17973,357,349,4022,1.6524231851763054,0.0,1.6524231851763054,0.026147204042403643,0.0
1178,21473,22532,403,404,5083,2.077521481933843,0.0,2.077521481933843,0.03219166954126849,0.0
1179,17424,18428,328,330,4172,1.684439144396112,0.0,1.684439144396112,0.026636924018779772,0.0
1180,16464,17522,311,362,3998,1.5630919188965762,0.0,1.5630919188965762,0.025370862954127344,0.0
1181,22856,23939,465,441,5325,2.191203944230514,0.0,2.191203944230514,0.03429190713828427,0.0
1182,20565,21600,343,414,4961,1.9715818809409058,0.0,1.9715818809409058,0.031212738806110196,0.0
1183,29252,30728,584,577,6901,2.812006194107998,0.0,2.812006194107998,0.04369866761063071,0.0
1184,16650,17632,315,333,3924,1.5919162683094543,0.0,1.5919162683094543,0.02532341935952723,0.0
1185,18701,19703,364,365,4350,1.7816847456826712,0.0,1.7816847456826712,0.028063249426355127,0.0
1186,20457,21445,418,411,4755,1.9827270058958903,0.0,1.9827270058958903,0.03082706867627858,0.0
1187,16279,17301,319,331,3928,1.56085458210061,0.0,1.56085458210061,0.025045638303579174,0.0
1188,20895,21973,421,370,4927,2.0266453165811393,0.0,2.0266453165811393,0.03169864850857526,0.0
1189,19581,20640,392,383,4649,1.9029504483073318,0.0,1.9029504483073318,0.029635068943510093,0.0
1190,16170,17142,306,306,3923,1.576595798589943,0.0,1.576595798589943,0.024775497568427795,0.0
1191,26761,27930,514,495,6353,2.5584242417597496,0.0,2.5584242417597496,0.04060542357762569,0.0
1192,19316,20318,397,387,4648,1.8504194135589462,0.0,1.8504194135589462,0.02944380234832658,0.0
1193,19052,20043,378,367,4566,1.8225046081491867,0.0,1.8225046081491867,0.02880230138522998,0.0
1194,20291,21348,441,417,4763,1.9481429058640687,0.0,1.9481429058640687,0.0307529295951439,0.0
1195,18625,19663,351,374,4383,1.7926290667267146,0.0,1.7926290667267146,0.02808640826690073,0.0
1196,17557,18649,367,321,4177,1.6817018922093339,0.0,1.6817018922093339,0.026903804444496165,0.0
1197,18270,19314,353,353,4445,1.7670296655261335,0.0,1.7670296655261335,0.027809615451524217,0.0
1198,20380,21431,411,417,4760,1.9578742709208428,0.0,1.9578742709208428,0.03061122161019001,0.0
1199,23670,24739,447,447,5522,2.2550291031084666,0.0,2.2550291031084666,0.035590844975154225,0.0
1200,19536,20534,384,379,4743,1.8870849857374612,0.0,1.8870849857374612,0.029628010165714362,0.0
1201,16050,17121,341,316,3823,1.537903952207735,0.0,1.537903952207735,0.024721932748946143,0.0
1202,48029,50148,993,1035,11401,4.606725276560235,0.0,4.606725276560235,0.07312655101558203,0.0
1203,27304,28596,573,513,6367,2.6289604633362154,0.0,2.6289604633362154,0.04078677139983769,0.0
1204,18071,19126,363,359,4190,1.7399573058198128,0.0,1.7399573058198128,0.027525020086947037,0.0
1205,21019,21982,387,406,5082,2.003186103013241,0.0,2.003186103013241,0.03218148876688862,0.0
1206,16492,17436,279,309,3885,1.5959471396517777,0.0,1.5959471396517777,0.024958736468160686,0.0
1207,17383,18382,326,346,4113,1.6485458164301945,0.0,1.6485458164301945,0.025871517229426447,0.0
1208,15382,16412,330,307,3715,1.476177831206918,0.0,1.476177831206918,0.02360422556981779,0.0
1209,17701,18725,340,361,4140,1.699173068941493,0.0,1.699173068941493,0.027033826721690475,0.0
1210,22555,23710,449,460,5258,2.1606624128366265,0.0,2.1606624128366265,0.034166867651816174,0.0
1211,17525,18529,324,360,4138,1.6899022903948886,0.0,1.6899022903948886,0.0266836977453737,0.0
1212,14945,15956,265,290,3680,1.438347671118426,0.0,1.438347671118426,0.023024501793500428,0.0
1213,17645,18634,319,366,4144,1.6881370911934084,0.0,1.6881370911934084,0.026763302034475998,0.0
1214,19556,20596,400,386,4716,1.8813235933338546,0.0,1.8813235933338546,0.02963251236579902,0.0
1215,17739,18714,322,371,4269,1.7198178604187193,0.0,1.7198178604187193,0.026943167925867012,0.0
1216,19474,20492,373,393,4613,1.8468633401503238,0.0,1.8468633401503238,0.029586883383064547,0.0
1217,45514,47353,886,892,10329,4.4113617514327705,0.0,4.4113617514327705,0.06734613152204842,0.0
1218,39210,40837,773,793,9107,3.7655174630010055,0.0,3.7655174630010055,0.05884611083102987,0.0
1219,16334,17366,324,324,3979,1.5546407337092123,0.0,1.5546407337092123,0.02488788790560356,0.0
1220,15771,16753,314,319,3795,1.4900588851131287,0.0,1.4900588851131287,0.024004110889383055,0.0
1221,15819,16904,330,309,3845,1.5357080823919322,0.0,1.5357080823919322,0.02440340233157338,0.0
1222,29021,30393,621,545,6833,2.782595176198963,0.0,2.782595176198963,0.043925373872036544,0.0
1223,18371,19418,379,373,4417,1.7749762243159364,0.0,1.7749762243159364,0.02789823350749536,0.0
1224,17281,18344,318,325,4142,1.6779122257262287,0.0,1.6779122257262287,0.026066227199638446,0.0
1225,16692,17694,331,359,3956,1.617893077802639,0.0,1.617893077802639,0.02539924881114527,0.0
1226,17761,18775,358,347,4187,1.6931030005566665,0.0,1.6931030005566665,0.02682032753866618,0.0
1227,16643,17645,360,326,3956,1.59714501180216,0.0,1.59714501180216,0.02515511095040029,0.0
1228,15627,16643,323,304,3754,1.5062102171727352,0.0,1.5062102171727352,0.023885980884097848,0.0
1229,21873,23024,410,461,5167,2.108220600832309,0.0,2.108220600832309,0.03284163320382598,0.0
1230,20022,21046,377,406,4673,1.900870385127529,0.0,1.900870385127529,0.030378852072651334,0.0
1231,18718,19770,374,370,4402,1.8000302092114877,0.0,1.8000302092114877,0.028229194082508062,0.0
1232,15938,16930,318,301,3818,1.5462395147520183,0.0,1.5462395147520183,0.024146937931865512,0.0
1233,20074,21075,382,373,4616,1.941900988630407,0.0,1.941900988630407,0.02972353223605751,0.0
1234,27791,29495,583,557,6497,2.689676849462501,0.0,2.689676849462501,0.04178499030669454,0.0
1235,18344,19405,376,388,4386,1.747069503399048,0.0,1.747069503399048,0.028253933429062333,0.0
1236,15748,16777,313,317,3772,1.5169360939349268,0.0,1.5169360939349268,0.024007706813705582,0.0
1237,22942,24068,472,488,5407,2.1742585532112004,0.0,2.1742585532112004,0.03493764699949625,0.0
1238,17319,18354,342,318,4129,1.6884114972627424,0.0,1.6884114972627424,0.026185395180299886,0.0
1239,18219,19198,359,365,4400,1.7455752549207277,0.0,1.7455752549207277,0.028102606564218778,0.0
1240,16727,17812,340,327,3952,1.6002024286823,0.0,1.6002024286823,0.02535989760506205,0.0
1241,15780,16824,300,279,3699,1.517307548691634,0.0,1.517307548691634,0.023673578715565854,0.0
1242,16513,17546,337,318,3910,1.5720821873579032,0.0,1.5720821873579032,0.025263426801455213,0.0
1243,17721,18741,376,331,4076,1.7188723332493308,0.0,1.7188723332493308,0.026625703695041157,0.0
1244,17838,18913,326,350,4226,1.703677374014085,0.0,1.703677374014085,0.02707070644004042,0.0
1245,17256,18296,331,357,4107,1.646259167214815,0.0,1.646259167214815,0.026359355329022723,0.0
1246,20750,21822,423,429,4808,2.0105055273011536,0.0,2.0105055273011536,0.0314010208091642,0.0
1247,16614,17588,338,335,3916,1.599203362738963,0.0,1.599203362738963,0.025262191864539107,0.0
1248,17367,18404,338,330,4113,1.6757410553242529,0.0,1.6757410553242529,0.026220693825554527,0.0
1249,16611,17652,346,303,3959,1.5864219834244462,0.0,1.5864219834244462,0.025216119367597857,0.0
1250,16188,17239,334,310,3839,1.539372802718556,0.0,1.539372802718556,0.024817784812430535,0.0
1251,18125,19117,319,347,4314,1.7637809025065587,0.0,1.7637809025065587,0.027388217692644556,0.0
1252,19192,20215,388,409,4516,1.84307735823948,0.0,1.84307735823948,0.029170408741896785,0.0
1253,27130,28139,588,511,6238,2.6081374468632212,0.0,2.6081374468632212,0.04055743768179571,0.0
1254,19370,20394,400,396,4561,1.852785463378917,0.0,1.852785463378917,0.029293693027712356,0.0
1255,17692,18676,353,348,4195,1.675373770759218,0.0,1.675373770759218,0.026722070661090367,0.0
1256,16396,17395,328,327,4003,1.5778968426379891,0.0,1.5778968426379891,0.025012624316421053,0.0
1257,16195,17155,302,305,3892,1.563657755976366,0.0,1.563657755976366,0.024689011016805516,0.0
1258,23687,24989,464,463,5647,2.282515928308491,0.0,2.282515928308491,0.03567619829175251,0.0
1259,17153,18184,349,335,4131,1.661560344242047,0.0,1.661560344242047,0.026159239074667717,0.0
1260,19777,20796,384,404,4673,1.906412620126281,0.0,1.906412620126281,0.02986456569191507,0.0
1261,29258,30828,586,544,6869,2.83665335047858,0.0,2.83665335047858,0.0442376681652382,0.0
1262,50141,52717,989,986,11896,4.8168974702420675,0.0,4.8168974702420675,0.07561095997178409,0.0
1263,23264,24333,459,482,5475,2.244882546223898,0.0,2.244882546223898,0.03522676581613155,0.0
1264,30947,32181,601,600,7272,2.960574294088572,0.0,2.960574294088572,0.04661072722871348,0.0
1265,15513,16584,298,328,3719,1.4849087538682175,0.0,1.4849087538682175,0.024076486588328047,0.0
1266,16616,17588,340,341,3945,1.59317451270382,0.0,1.59317451270382,0.02533715607503061,0.0
1267,19791,20807,414,367,4586,1.912180712485893,0.0,1.912180712485893,0.02972313188121001,0.0
1268,16373,17414,314,363,3909,1.5887034058367124,0.0,1.5887034058367124,0.02541046692494403,0.0
1269,16740,17779,343,326,4095,1.6116431128349649,0.0,1.6116431128349649,0.025739636260851843,0.0
1270,15211,16214,309,292,3661,1.469375808573672,0.0,1.469375808573672,0.023169780205943256,0.0
1271,28184,29488,554,572,6617,2.7331637449191497,0.0,2.7331637449191497,0.04227711326597179,0.0
1272,17319,18347,350,315,4121,1.6677340864993446,0.0,1.6677340864993446,0.026398138070925607,0.0
1273,32313,33596,620,629,7497,3.114495942925309,0.0,3.114495942925309,0.048338212388865716,0.0
1274,18243,19195,416,369,4250,1.737548224951979,0.0,1.737548224951979,0.027637844438501962,0.0
1275,16895,17893,306,365,4014,1.6225878648134264,0.0,1.6225878648134264,0.025564238573643823,0.0
1276,27447,28610,580,537,6478,2.6204452001439895,0.0,2.6204452001439895,0.041471545563249584,0.0
1277,21124,22176,393,388,4973,2.019239196529833,0.0,2.019239196529833,0.031858461703315806,0.0
1278,15925,16931,329,293,3785,1.5270806894538904,0.0,1.5270806894538904,0.024488865774166906,0.0
1279,16996,18059,363,345,4032,1.6190667961363736,0.0,1.6190667961363736,0.02599500930708017,0.0
1280,15767,16736,314,301,3806,1.517831807622385,0.0,1.517831807622385,0.02415681221231719,0.0
1281,17254,18247,372,356,4110,1.6471863384323366,0.0,1.6471863384323366,0.026518232010137248,0.0
1282,17334,18345,332,366,4219,1.6634970576651407,0.0,1.6634970576651407,0.026606031386356678,0.0
1283,17241,18311,343,362,4105,1.6527254021767799,0.0,1.6527254021767799,0.026372806774084278,0.0
1284,17752,18742,343,333,4240,1.7051012831760979,0.0,1.7051012831760979,0.026925836896639455,0.0
1285,21600,22611,412,420,5075,2.080219262262119,0.0,2.080219262262119,0.03261322879607258,0.0
1286,17192,18247,327,381,4109,1.622325365639801,0.0,1.622325365639801,0.026500481238116838,0.0
1287,16778,17753,284,343,4054,1.6012620513011795,0.0,1.6012620513011795,0.025559920980690078,0.0
1288,19758,20796,392,385,4607,1.9012096848227964,0.0,1.9012096848227964,0.029835635980465833,0.0
1289,16887,17902,330,321,4058,1.6212499230011528,0.0,1.6212499230011528,0.025991365164934853,0.0
1290,17250,18257,366,323,4081,1.6466757289315894,0.0,1.6466757289315894,0.026435701649588108,0.0
1291,18737,19773,383,351,4454,1.79309713161505,0.0,1.79309713161505,0.02853210789441207,0.0
1292,16345,17390,334,325,3905,1.5784809495092509,0.0,1.5784809495092509,0.0250005606237835,0.0
1293,23084,24130,463,445,5557,2.238305336220316,0.0,2.238305336220316,0.03530713705630017,0.0
1294,18089,19087,362,321,4220,1.7329439742061887,0.0,1.7329439742061887,0.02728436292315997,0.0
1295,19148,20165,385,390,4514,1.8330371265069783,0.0,1.8330371265069783,0.028988666030680035,0.0
1296,16347,17417,306,356,3947,1.5958250050274556,0.0,1.5958250050274556,0.02502666970642717,0.0
1297,19719,20747,410,408,4642,1.9270165092957414,0.0,1.9270165092957414,0.029944364285814238,0.0
1298,16565,17572,357,304,3919,1.6026359788127873,0.0,1.6026359788127873,0.025318622599042922,0.0
1299,22410,23436,386,456,5299,2.131595723724221,0.0,2.131595723724221,0.03401904187101147,0.0
1300,15950,17029,311,298,3834,1.5452802493810165,0.0,1.5452802493810165,0.024605646109944885,0.0
1301,49381,51732,992,949,11543,4.7233273247788015,0.0,4.7233273247788015,0.07404782341687603,0.0
1302,26464,27743,540,541,6224,2.5242930689018444,0.0,2.5242930689018444,0.03966031165662313,0.0
1303,20894,21905,418,410,5027,1.982041471638521,0.0,1.982041471638521,0.03173197078125927,0.0
1304,17278,18354,324,316,4121,1.662932109761802,0.0,1.662932109761802,0.026081718794548948,0.0
1305,14752,15738,287,305,3517,1.4225093727835214,0.0,1.4225093727835214,0.02253512636877328,0.0
1306,17453,18526,376,361,4152,1.6664038808933435,0.0,1.6664038808933435,0.026436344487662654,0.0
1307,26335,27613,511,510,6256,2.569738656345183,0.0,2.569738656345183,0.03995560752002433,0.0
1308,19341,20316,373,401,4638,1.8819235538941108,0.0,1.8819235538941108,0.029263340077100075,0.0
1309,16126,17153,327,321,3871,1.5586097459372381,0.0,1.5586097459372381,0.024621561145991164,0.0
1310,24787,25997,477,500,5906,2.386798251945707,0.0,2.386798251945707,0.03754960243499916,0.0
1311,16504,17519,360,319,3949,1.5853212068079527,0.0,1.5853212068079527,0.025387038923555483,0.0
1312,17981,19018,382,360,4306,1.7181536886457343,0.0,1.7181536886457343,0.027683927131303847,0.0
1313,20873,21877,403,401,4944,2.0187313604601687,0.0,2.0187313604601687,0.031588622947925554,0.0
1314,26584,27889,553,524,6292,2.566159778805758,0.0,2.566159778805758,0.040106357225470964,0.0
1315,18996,20051,380,348,4555,1.8318187086945077,0.0,1.8318187086945077,0.029081450221012405,0.0
1316,16807,17878,355,320,4068,1.6407478378542963,0.0,1.6407478378542963,0.025963925262321157,0.0
1317,17515,18546,312,353,4238,1.674393549857215,0.0,1.674393549857215,0.02690755547878352,0.0
1318,19952,21001,403,415,4814,1.9049661049413034,0.0,1.9049661049413034,0.030769174156566825,0.0
1319,19472,20478,404,340,4653,1.8730977988575868,0.0,1.8730977988575868,0.029425623909403745,0.0
1320,20200,21226,418,389,4800,1.9460223282299134,0.0,1.9460223282299134,0.03072469814383252,0.0
1321,16932,17899,363,341,4002,1.6412054908511278,0.0,1.6412054908511278,0.025716523018710018,0.0
1322,17379,18322,360,355,4138,1.6811917673426082,0.0,1.6811917673426082,0.026699608968640525,0.0
1323,23413,24473,458,484,5529,2.2703633047516503,0.0,2.2703633047516503,0.03519409941386685,0.0
1324,15835,16855,317,305,3770,1.5183444813527027,0.0,1.5183444813527027,0.02400996960987517,0.0
1325,18558,19539,371,379,4340,1.7594832585195328,0.0,1.7594832585195328,0.027562739106223654,0.0
1326,23130,24088,430,474,5518,2.2218801891902977,0.0,2.2218801891902977,0.034745977047271434,0.0
1327,18637,19651,371,384,4420,1.780815654651489,0.0,1.780815654651489,0.028486474679218582,0.0
1328,16267,17238,327,321,3801,1.5609128535656804,0.0,1.5609128535656804,0.024671054226220866,0.0
1329,17804,18845,341,380,4290,1.6852638858484121,0.0,1.6852638858484121,0.027169105438557658,0.0
1330,19556,20575,428,373,4681,1.8675979590927532,0.0,1.8675979590927532,0.030108683826002108,0.0
1331,15057,16103,302,293,3589,1.4490493355555425,0.0,1.4490493355555425,0.02336592926144531,0.0
1332,18421,19518,359,367,4484,1.7635276368354833,0.0,1.7635276368354833,0.028017676537697742,0.0
1333,19634,20685,383,390,4632,1.8918016137841525,0.0,1.8918016137841525,0.029759172322059695,0.0
